"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","서울산","통도사","양산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","덕유산","무주","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","현풍","창녕","영산","남지","칠서","칠원","마성","동수원","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"축동",1330,269,68,200,401,762,198,76,187,79,286,30,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2975,705,2369,9158,1888,523,892,741,4837,244,1703,2667,1085,1760,1094,8816,10949,14626,0,14,20894,68294,5814,3553,840,1202,14,19,47,348,20,35,29,144,31,762,0,0,0,257,2,0,0,0,57,9,38,25,9,2,3,1,0,0,0,0,0,0,0,0,0,0,1,39,13,2,7,3,0,0,0,1,0,0,1,1792,61,95,36,60,156,132,0,95,1,0,0,1,0,590,165,117,321,261,926,139,764,29,76,88,21,32,43,59,120,31,146,187,1219,1059,3484,15847,47,55,8,0,0,0,0,1,263,281,233,158,497,0,46,10,18,11,6,27,12,2,1,0,0,0,0,0,0,1,96,14,16,17,325,66,41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,921,4540,485,356,37,117,519,202,166,2115,0,0,0
"사천",102354,14262,4914,9937,9523,15006,7264,4892,14950,6586,31997,1832,68,110,54,18,35,37,5,1,7,3,0,2,0,0,2,1,1,0,3,54210,11692,53372,293651,35863,11670,33537,30893,215690,13728,98255,134763,9135,47435,30612,180689,193036,262661,0,23193,91,710417,60665,35333,19879,30436,521,1424,3616,16305,1192,2135,1234,5179,2954,39526,1,1,1,17257,32,4,12,0,3325,1029,1581,1129,391,364,269,82,0,4,0,0,0,1,1,0,0,0,2,2866,754,65,310,33,7,1,6,8,1,1,5,87891,2586,5172,2965,1620,11025,4778,2,2349,57,25,23,70,91,13812,17529,10266,11619,11131,47252,4721,54622,2287,4373,5816,1361,2190,2579,5502,8686,1710,9723,7136,27739,32248,105451,632702,3099,1463,343,6,4,28,1,12,6182,7282,9983,5664,9848,2,3439,1037,1342,692,485,1788,982,208,244,92,33,42,35,21,7,54,8095,692,1205,1290,28087,2919,2420,230,269,1,0,0,0,1,0,0,0,1,1,34,38,349,12,13,2,1,0,634,457,26923,209050,21292,10772,2679,7188,26730,15083,15967,104946,2,2,0
"진주",48146,5122,1592,8813,3234,6048,2381,3675,5143,2571,17814,898,12,32,14,5,18,18,3,2,6,3,2,2,3,0,1,2,0,0,1,71076,13273,87448,487663,44470,14689,40351,35059,237349,6084,54642,93852,8371,31653,22225,209775,371431,289771,0,77163,1037347,137,23939,47094,39761,33171,185,300,882,7308,865,862,497,2461,2216,27323,1,0,0,7905,13,0,2,0,1650,341,450,464,283,228,155,31,0,0,2,0,0,0,0,0,0,0,2,1003,323,26,141,19,2,2,4,6,1,0,2,40008,909,1844,1188,791,4303,2972,1,1032,70,9,1,26,25,12020,4027,2642,3263,4389,17474,4780,21216,670,2187,1367,1861,1039,1128,1853,3258,681,3295,3185,26189,26869,63229,38151,818,645,126,0,0,8,2,7,9209,9166,13184,8537,14792,2,1135,347,509,206,152,718,349,143,88,38,17,14,13,15,10,30,3835,254,1088,483,9168,1345,727,155,951,0,0,0,0,0,0,0,0,0,0,39,10,195,1,10,0,0,0,238,129,38916,194773,27119,10182,3020,2594,9062,4308,3762,101590,0,0,0
"문산",6304,1213,447,1433,817,1069,593,436,1600,475,1943,122,5,13,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63246,19097,85644,319458,33034,11695,24163,21572,126705,863,5966,7920,537,2713,2392,13933,17960,16264,0,5996,67593,30479,127,26284,38861,4030,38,68,164,1636,167,150,116,441,325,3884,0,0,0,1617,0,0,0,0,237,86,116,63,15,25,16,7,0,0,0,0,0,0,0,0,0,0,0,246,64,3,21,2,0,1,0,2,0,0,1,6843,214,335,195,99,806,370,0,156,3,4,1,12,7,2075,1032,626,1502,818,4511,703,4835,134,453,347,172,168,229,678,672,280,738,526,3888,4831,14807,26183,256,270,31,1,0,4,1,1,5458,8492,10748,9761,13825,0,269,55,89,48,41,199,115,33,47,7,1,1,2,4,2,4,737,49,78,116,1508,250,197,28,82,0,0,0,0,0,0,0,0,0,0,4,0,42,4,2,0,0,0,69,20,30825,107378,17269,6474,1044,500,2220,1325,956,53339,0,0,0
"진성",8461,1423,339,1010,731,1198,589,447,1112,902,1685,142,1,6,3,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,49875,15099,72366,277120,30889,10402,20828,17978,102079,970,7991,11824,717,3313,3376,18079,16153,10728,0,3134,27013,23094,10900,100,21033,4287,20,38,118,2179,230,202,87,560,332,4491,0,0,0,1998,4,0,0,0,321,95,99,78,69,60,9,8,0,0,0,0,0,0,0,0,0,0,0,386,58,7,49,4,0,0,0,1,0,0,0,6886,157,498,283,118,900,383,0,270,5,2,9,6,2,1814,738,479,662,797,4740,575,4513,185,456,443,91,216,323,421,598,241,816,405,4485,4267,12502,24806,285,175,52,0,0,2,0,0,2397,4582,7129,7300,9677,1,255,64,127,66,38,192,83,13,9,3,2,2,0,5,1,2,628,42,95,121,2453,333,173,7,5,0,0,0,0,0,0,0,0,0,0,4,0,15,0,1,0,0,0,17,11,25146,88784,14289,5210,172,514,2073,931,655,32673,0,0,0
"지수",1066,163,40,182,208,165,82,42,172,87,295,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10413,2618,12753,42002,6498,2387,4022,4307,20172,145,1215,2174,137,648,487,2026,2921,2462,0,641,16322,33567,39534,14736,42,379,5,8,15,250,48,28,25,68,24,546,0,0,0,241,1,0,0,0,52,9,27,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,65,8,0,6,0,0,0,0,0,0,0,0,963,25,47,48,27,194,61,0,49,2,0,0,1,1,418,97,59,94,93,555,60,608,28,50,46,13,39,70,59,99,21,110,74,699,599,1173,8278,33,6,7,0,0,1,0,0,651,1071,1230,1362,2420,0,24,6,8,6,2,30,3,2,1,1,0,0,0,0,0,0,83,5,5,11,233,26,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,5133,15640,2636,1165,21,49,217,152,124,8795,0,0,0
"함양",15143,2494,799,4425,2522,3213,1374,873,1994,1453,7342,303,15,23,16,2,9,8,3,2,3,6,0,1,2,0,1,1,0,0,1,2352,635,3352,25898,2917,917,3351,2764,21029,117,1099,1143,83,709,377,2353,2383,1676,0,1646,27332,27228,3821,4557,923,3485,7476,6601,5451,32831,4838,3144,13940,9640,10417,113751,0,0,0,3468,4,0,2,0,539,116,193,714,104,24,22,5,0,0,0,0,0,0,0,0,0,0,0,876,95,8,38,3,2,2,1,4,0,0,0,13328,105,16,10,12,50,33,0,504,12,7,4,18,7,17188,2860,1808,3913,4473,13876,40591,14017,492,998,885,307,429,1193,1353,1360,296,2489,1961,5473,18153,16840,72317,484,277,51,0,0,8,0,2,7,141,484,320,857,0,584,111,235,109,55,476,261,55,51,25,17,7,28,8,13,29,1848,92,275,298,3658,523,487,83,107,0,0,0,0,0,1,0,0,1,0,13,4,148,15,7,1,0,0,174,96,2741,18490,1853,828,630,1035,6246,2510,2525,63370,0,0,0
"성산",216,49,19,39,29,67,34,30,50,53,115,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,4,9,1,0,6,1,12,23,155,92,7,27,32,72,72,23,0,6,227,69,19,3,2,6836,3793,71072,79051,12922,2904,2723,795,2257,35432,115037,0,0,0,85,0,1,0,0,14,2,8,6,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,143,59,1,14,2,1,0,3,2,0,0,1,18109,113,16,7,4,19,7,0,10,0,1,1,4,3,494,148,60,351,454,10323,301,154,2,10,14,1,12,11,6,25,5,419,210,691,981,445,207,18,10,1,0,0,0,0,0,1,0,1,2,0,0,13,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,28,0,7,4,90,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,2,68,48,316,279,151,830961,1,0,0
"고령",1052,197,65,132,121,181,113,50,135,104,364,4,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,10,11,1,0,4,3,12,43,521,468,19,91,50,145,142,41,0,12,910,194,18,20,6,5761,79748,7607,92470,6260,1428,2283,628,1610,19318,42450,0,0,0,301,1,0,0,0,52,22,19,11,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,134,44,3,9,1,1,0,1,1,0,0,0,12903,102,12,6,11,12,11,1,42,2,0,1,0,2,258,332,209,165,180,3568,200,797,41,57,45,16,38,45,32,109,22,338,153,609,741,551,536,35,17,5,0,0,0,0,0,2,0,1,0,0,0,29,7,21,7,8,18,4,0,0,0,0,0,0,0,0,0,121,14,14,16,257,53,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,51,101,572,364,259,798220,0,0,0
"해인사",2606,346,138,240,228,407,199,79,308,125,632,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33,108,9,3,26,14,86,39,479,474,54,201,81,279,302,95,0,34,2893,973,154,91,17,5148,86517,102118,2175,5662,992,1103,495,1929,21342,50786,0,0,0,438,1,0,0,0,77,21,22,14,4,7,16,3,0,0,0,0,0,0,0,0,0,0,0,107,37,2,9,3,0,0,2,0,0,0,0,6044,108,13,5,4,155,50,0,66,3,0,0,9,3,367,508,234,225,293,2307,194,1627,46,86,113,25,52,64,63,163,30,358,208,855,1054,1087,2529,91,33,15,0,0,0,0,0,0,32,1,0,1,4,98,4,19,27,7,37,16,0,1,1,1,0,1,0,0,1,231,11,26,43,473,78,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,113,10,7,68,195,1533,554,434,276677,0,0,0
"남원",7210,1239,512,756,697,858,477,370,1472,609,2760,262,14,26,12,4,12,20,2,1,1,4,1,0,2,0,1,1,0,1,2,1608,434,2447,25228,3999,1447,7034,8808,33599,93,225,1453,449,536,447,1547,1351,980,0,432,20442,10620,2927,3347,1017,39441,13688,8715,6841,8989,92444,62187,162539,140206,2822,30346,0,0,0,1271,0,0,1,0,206,63,58,14,8,4,2,0,0,0,0,0,0,0,0,0,0,0,2,18,3,0,4,0,1,0,0,0,0,0,0,284601,1512,152,73,26,94,26,0,111,2,1,1,1,2,5411,1901,1145,2001,2319,416,1577,7373,318,545,605,260,263,274,740,822,194,1227,895,9882,5006,7016,12348,192,109,35,4,1,6,2,2,11,152,407,223,811,0,330,51,128,70,43,308,130,71,54,29,6,6,30,10,9,26,710,61,93,101,1312,166,186,112,90,2,0,0,0,0,0,0,0,2,0,17,2,156,4,2,1,0,0,148,91,2532,31479,2172,4372,88,696,2096,1159,1931,127589,0,0,0
"순창",318,53,23,31,28,39,24,27,86,58,251,31,1,6,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234,37,371,1448,245,122,279,257,3099,177,469,51,51,28,10,42,19,29,0,17,1094,780,227,278,131,5420,2898,2042,1056,93440,5041,39024,10484,9695,756,6572,0,0,0,65,0,0,0,0,10,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,246697,903,122,111,44,136,70,0,3,0,0,0,0,0,859,142,100,428,395,71,212,413,19,25,34,19,21,19,55,56,13,150,109,1775,659,1338,1772,11,7,1,1,0,1,0,0,1,21,84,20,56,0,12,1,3,6,5,13,10,9,4,0,0,1,1,1,0,0,39,5,1,2,48,6,12,3,3,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,16,5,123,1811,356,119,10,46,124,92,129,27667,0,0,0
"담양",136,18,8,16,11,12,7,13,30,21,70,18,0,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,247,42,250,1914,420,132,385,369,4340,7379,14123,1584,1808,701,525,867,124,142,0,61,1856,796,219,332,105,4571,2705,2449,1054,63441,41074,971,9941,7501,550,5863,0,0,0,10,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,339545,2947,1835,3875,1793,3140,1498,0,1,0,0,0,0,0,627,72,37,506,803,73,245,179,5,8,15,3,9,12,22,28,7,196,62,785,710,737,849,4,2,3,2,0,0,0,0,6,28,55,37,201,0,5,1,3,1,0,7,6,4,0,4,0,0,1,0,0,0,12,0,1,1,19,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8,3,160,2366,243,140,2,25,63,33,37,33929,0,0,0
"남장수",587,96,32,77,58,78,44,42,115,70,200,24,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,11,102,936,137,37,175,172,1750,35,62,10,2,4,2,16,14,19,0,10,1307,451,114,131,74,16082,750,653,494,154572,10630,10120,1426,41356,316,2525,0,0,0,114,0,0,0,0,17,6,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,54382,355,36,19,13,63,7,0,16,0,1,0,0,0,1009,203,98,226,235,63,138,632,16,54,49,15,22,19,40,60,13,122,109,813,867,639,875,14,15,1,0,0,1,0,0,0,3,27,9,29,0,31,1,5,8,8,23,10,8,4,1,0,1,0,0,1,2,48,3,4,10,132,17,12,10,12,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,8,7,77,1428,92,59,9,47,142,99,171,9065,0,0,0
"지리산",10126,1563,638,1489,1039,1403,682,572,1273,771,2892,191,8,21,5,1,3,4,1,0,2,1,2,0,0,0,1,0,0,0,1,656,84,538,4064,611,155,830,765,5863,41,131,38,18,59,30,108,227,201,0,88,5268,2364,567,787,209,8233,3146,2940,2812,143179,10017,7479,44964,5540,1727,10092,0,0,0,2418,2,0,1,0,338,106,148,37,16,7,3,1,0,0,0,0,0,0,0,0,0,0,0,92,14,2,11,0,1,0,0,0,0,0,0,36903,346,27,16,8,39,19,1,428,2,1,0,5,0,2702,2293,1170,1598,2098,1083,1299,7449,383,650,626,241,228,278,494,763,192,1365,841,2619,2153,3103,4371,412,182,136,1,0,2,0,2,2,6,101,73,109,0,396,46,116,65,70,333,127,53,20,22,8,5,53,7,13,28,1496,87,165,178,2346,285,319,67,32,0,0,0,0,0,0,0,0,1,0,13,4,69,4,4,1,0,2,71,51,447,4975,630,280,154,681,3052,1390,2139,32976,0,0,1
"가조",1969,446,283,337,229,602,155,108,240,170,841,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,25,238,482,41,19,65,35,357,19,192,371,15,110,48,239,248,100,0,36,2966,2194,287,289,45,9876,39710,23345,22967,2450,675,602,312,1100,9510,225714,0,0,0,1126,1,0,0,0,74,23,23,9,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,88,22,11,4,3,0,0,0,0,0,0,1,4207,27,3,2,4,12,3,0,82,0,0,1,1,0,534,254,227,166,140,1751,222,1740,47,125,194,37,59,131,65,173,58,187,156,2714,1850,1799,5542,70,84,12,0,0,0,0,0,0,0,4,1,10,0,91,14,48,13,12,48,12,3,2,0,0,0,2,1,0,1,267,9,23,39,618,61,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,56,337,21,13,47,102,595,257,234,91445,0,0,0
"거창",11171,1834,516,1456,1034,1629,805,551,1346,683,2971,162,3,3,5,1,4,2,0,1,5,1,2,1,0,0,1,0,0,0,2,973,260,2173,18048,937,382,2034,1685,8542,303,3546,5507,332,1643,2144,3760,3630,1312,0,624,37030,25355,3040,3471,626,113873,122076,50993,56281,29886,6469,6310,10383,10376,226324,14190,0,0,0,2212,5,0,1,0,378,125,192,65,29,56,41,2,0,0,0,0,0,0,0,0,0,0,1,455,100,17,25,2,1,0,2,2,0,0,0,41695,279,52,16,20,127,91,0,281,14,3,0,14,8,3092,1711,974,914,1039,7363,1035,10236,341,540,540,135,306,351,365,859,226,1317,700,11275,14308,12438,53869,341,250,50,1,0,5,0,3,4,6,20,31,174,1,434,79,156,72,54,233,118,11,3,2,2,1,9,5,1,3,1049,96,194,217,2356,351,274,14,20,0,0,0,0,0,0,0,0,0,0,1,2,17,0,0,0,0,0,23,20,2230,9094,1038,519,266,670,2655,1358,1182,415576,0,0,0
"군산",28001,4188,2113,2733,831,148,25,43,9,4,12,2,0,2,0,1,1,3,2,1,1,1,1,0,2,1,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,31003,27011,150298,34867,16898,85342,20834,17384,15545,14745,15694,5761,9029,7730,22654,9105,21110,8516,6524,9017,5391,4563,3794,18831,19762,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,2,1,0,1,2,1,0,2,1,0,0,2,133,24,66,11,66,6,1,1,1,0,0,0,0,0,0,2,3892,3513,1750,0,0,10,2,5,0,0,0,0,0,0,4554,695,1148,418,121,242,140,60,82,24,19,17,21,20,5,18,2552,1188,3,3457,45535,5993,4617,139,83,0,0,0,0,0,0,1,0,3,3,15,12,153,15,46,4,3,2,248,196,0,0,0,0,0,7,3,1,1,0,0,0,0
"동군산",17834,4520,2074,3263,1257,171,37,50,14,2,23,3,0,0,0,0,6,3,0,0,5,5,1,3,8,1,1,2,1,0,3,1123,0,1563,4,3700,2806,1,0,1,0,1,0,0,0,0,0,0,0,5553,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22828,699,114066,386682,117725,47626,239408,65375,62559,34370,38159,51268,18192,35027,29709,103395,34541,149152,57119,71676,90450,49721,42296,33433,154379,53718,4,0,8,1,7,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,8,2,2,0,3,0,1,0,3,0,0,0,0,160,19,63,5,53,5,0,1,1,2,0,1,0,2,0,3,9909,9295,1899,1,0,16,6,18,0,0,0,0,0,0,5260,896,1378,353,118,224,114,82,107,30,27,12,19,19,7,23,3266,2634,2,8513,165414,22608,16884,181,79,1,0,0,0,0,0,1,0,2,9,13,6,164,8,36,1,6,3,261,166,0,11503,9976,0,1,6,13,3,0,0,0,1,0
"서천",13129,3902,1729,3829,1234,206,56,61,7,7,16,6,0,0,1,0,2,6,3,0,3,6,3,4,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23254,105959,1195,151659,48609,32793,131947,25067,17668,15704,17818,19036,6390,12919,9545,28547,11717,14599,5579,3974,6797,3507,3126,2549,12636,39267,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,0,1,1,0,0,1,3,0,1,1,0,98,18,110,11,108,4,1,0,0,0,1,1,0,0,0,2,4742,3557,1810,0,1,10,1,8,0,0,0,0,0,0,4077,427,1373,378,120,387,186,91,109,133,19,12,15,9,6,30,2490,1139,3,4057,49949,6848,4014,162,115,1,0,0,0,0,0,5,1,1,5,32,11,148,10,56,2,3,3,227,173,0,0,0,0,0,7,6,0,3,0,0,0,0
"서서울",16068,625787,303515,285806,332610,378237,103128,214682,61382,81884,107662,26163,882,10597,5608,3822,30231,42538,15006,8086,77557,30972,16359,9904,15357,2092,25195,5090,3961,5698,29123,985,415,2074,23506,2048,1257,2306,2485,8245,189,2525,1652,301,1656,1341,1401,1973,495,0,257,19836,7461,1642,1794,278,4266,112,382,584,1770,78,11,87,2537,585,2565,171396,407426,144053,3225,590910,166874,334019,48104,873837,1764642,1014693,1581656,781969,598707,762652,256482,64316,138293,60377,45920,88761,80926,63439,74180,294673,55904,23069,3171,30593,5571,43064,5154,1463,1207,4123,10566,2672,3148,68930,33,2,3,0,4,15,26,912,92945,69131,10595,7172,22865,15826,3300,4001,12726,14639,2645,6745,3419,928,299,4328,54338,13326,75224,30746,38994,13569,21041,12184,13253,5527,1900,4345,7831,371054,279930,90633,899,2541,61669,13488,67426,1,8,55,85,591,1,1480723,128373,397582,307008,66199,156169,95877,47302,42000,21520,16194,18172,13971,11389,4203,14949,472613,398453,8,1028236,615627,3184944,2977511,4432,6850,5261,337,585,1192,1515,3603,21706,3525,6600,22640,5981,3458,57258,15299,50287,4640,11542,5322,92621,62340,1518,17843,2032,1500,8366,82395,61390,22198,8225,108,0,3804,4024
"홍성",60352,18314,8220,10757,6858,1470,631,2171,201,248,547,139,15,42,23,23,107,241,41,33,420,289,122,38,58,13,163,39,14,22,111,4,1,8,69,4,1,7,11,40,0,0,0,0,0,0,0,0,2,0,0,46,9,6,3,0,4,0,1,1,1,0,0,0,0,0,3,38068,104821,43382,611051,3784,38725,118538,14648,49232,76654,67619,54749,28134,43595,41343,50697,9028,19601,9977,5927,11906,6292,4506,4398,21020,18224,137,2,4,0,7,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,113,32,6,5,14,2,2,12,42,33,2,5,7,651,107,527,56,577,32,4,14,4,4,21,20,2,7,5,18,17410,14768,14736,6,21,114,26,202,0,0,0,0,1,0,21891,2313,4658,1404,922,1884,1168,570,539,243,91,187,156,146,42,153,8750,5739,13,15300,141553,15350,15059,818,558,73,0,1,1,3,21,92,7,40,160,222,85,1288,157,362,37,66,48,1322,917,4,40,3,3,3,241,142,39,25,0,0,14,2
"광천",13699,5025,2128,2747,3570,308,113,291,31,38,47,8,1,8,3,3,11,31,9,1,38,26,8,4,7,0,11,0,4,3,10,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16503,41860,29856,168097,41634,928,56269,10021,18220,21198,22463,14068,8175,16321,16051,51591,4449,6217,2860,1600,3049,1661,2239,1576,6565,13968,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,0,0,0,0,2,6,3,0,0,0,108,54,323,25,267,13,2,1,0,3,3,1,0,0,0,1,6899,4352,6142,1,1,49,8,36,0,0,0,0,0,0,5584,491,1543,390,288,657,399,223,223,79,26,25,40,35,19,41,2416,2241,2,5302,41564,5991,5214,259,211,2,0,0,1,1,4,15,3,13,34,103,27,330,28,191,9,31,10,455,351,0,1,0,1,1,21,12,2,4,0,0,0,3
"대천",36181,10340,4479,6640,4285,1374,403,1261,85,89,194,39,0,12,5,0,23,76,14,6,47,33,24,6,15,1,27,5,2,2,29,2,0,0,4,0,0,1,1,6,0,0,0,0,0,0,0,1,1,0,1,6,4,0,0,2,3,0,1,0,0,0,0,0,0,1,1,95444,224143,126196,332536,136692,69158,892,28133,29456,44999,36309,42908,22702,34294,32190,103374,18281,21779,10538,6387,12304,6446,3981,3741,21055,14539,27,0,3,2,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,80,18,10,1,7,1,0,6,20,10,0,1,1,389,77,303,40,449,16,5,6,0,2,6,10,0,3,0,8,9148,11358,8931,3,1,81,24,151,0,0,0,0,0,0,11294,1758,3029,762,460,1333,890,391,373,149,91,130,65,101,35,147,4932,3108,5,7308,72216,9014,10390,621,374,8,0,0,1,0,3,33,2,22,60,108,47,776,58,299,26,72,23,1166,923,0,3,0,0,3,76,64,19,15,0,0,1,1
"춘장대",3976,1435,635,900,835,100,37,101,8,3,7,3,0,2,0,1,4,4,0,0,4,5,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18388,51988,22635,47159,18979,12962,30300,472,4215,6809,6213,4775,2967,3921,4114,8282,3580,4032,1781,1029,1844,999,753,717,2873,7221,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,1,47,7,33,5,43,1,0,0,0,0,0,0,0,0,1,0,1469,1107,1357,0,1,10,3,11,0,0,0,0,0,0,1465,172,433,85,74,150,86,37,39,13,1,2,7,3,10,7,644,473,0,1230,10270,1443,1205,75,30,0,0,0,0,1,0,0,0,6,3,8,6,72,9,37,1,6,1,92,67,0,1,0,0,0,5,0,0,1,0,0,0,0
"매송",15729,42294,13706,9586,85766,82748,32214,56664,16670,23952,24280,8663,197,1998,1276,1364,9980,12077,4922,2861,26606,6608,3794,3022,4779,691,10734,1595,1779,2741,9234,468,247,658,7006,978,684,759,803,3111,21,336,281,137,350,685,302,391,113,0,51,4610,2122,324,440,120,750,18,63,124,255,9,5,4,413,94,496,21044,72919,20020,905689,51408,20178,31230,4335,276,50490,204357,390730,142282,88540,87649,27374,10161,21481,8500,4771,11473,9793,6622,6657,29631,4977,9934,602,8238,1453,11241,1363,391,306,1078,2823,705,836,18165,8,0,1,1,1,2,2,224,25752,17455,2049,1264,5282,3012,579,1538,2971,2420,493,1256,650,341,95,1159,3016,2187,4708,2167,2312,371,844,2577,2990,3181,374,980,1514,77068,77004,30013,133,561,3911,724,4498,1,1,11,35,274,0,92019,10392,30799,18826,4714,13260,6775,2771,2482,1493,966,836,686,781,331,976,9132,8001,5,9385,273325,22800,13529,1208,1549,1087,35,58,80,197,219,1372,247,400,1620,702,209,4228,1205,3864,333,683,336,5904,4458,473,11107,851,849,1025,14005,11779,4327,2091,15,0,1112,2448
"비봉",25840,27437,4678,2357,20216,19315,7303,13484,2994,5058,5992,1382,46,586,394,223,1501,2062,945,546,5043,2006,1127,642,1026,162,2532,307,188,314,1525,89,34,157,1774,133,134,221,437,693,5,142,80,19,91,67,84,85,26,0,12,1109,496,83,101,22,171,5,18,24,79,3,0,1,120,19,164,17675,33779,16995,1923140,77969,22318,52195,7195,56420,85,59288,175027,143682,102588,118507,37354,6124,15627,5065,4110,7590,7005,5246,6472,28822,8005,2297,127,1429,246,1988,245,66,54,188,488,120,150,3176,2,0,0,0,0,0,1,37,4617,3651,525,306,1132,764,151,281,643,580,123,250,158,582,131,1102,1551,1997,1760,921,754,96,214,563,707,245,96,256,415,17472,21608,11922,40,154,2516,515,2110,0,1,1,6,49,0,75598,5836,22677,9139,3366,7093,4459,2547,1414,562,529,287,289,296,188,443,11658,8490,2,12031,790488,109302,32742,864,771,310,10,13,21,29,90,702,74,184,555,418,111,2339,406,1828,105,249,125,2816,1716,146,1489,211,337,259,4152,3010,1320,642,9,0,229,138
