"","가락","가산","가조","강릉","거창","건천","경산","경기광주","경주","계룡","고령","고창","곡성","곤양","곤지암","광양","광주","광천","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","김제","김천","남구미","남대전","남안동","남양산","남원","남원주","남장수","남제천","남지","논산","다부","단성","단양","달성","담양","당진","대전","대천","덕유산","덕평","동광양","동광주","동군산","동군포","동김해","동대구","동서울","동수원","동창원","둔내","마산","마성","매송","면온","목천","목포","무안","무주","문막","문산","물금","발안","백양사","부곡","부산","부안","북단양","북대구","북대전","북수원","북원주","북창원","비봉","사천","산인","산청","삼례","상주","새말","생초","서김제","서김해","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","석곡","선산","선운산","성산","속사","주암","송악","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","영광","영동","영산","영주","영천","예천","오산","오창","옥곡","옥과","옥천","왜관","용인","울산","원주","유성","음성","의성","이천","익산","일죽","장성","장수","장유","장지","장평","전주","정읍","제천","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진월","진주","진천","창녕","창평","천안","남청주","청주","추부","추풍령","축동","춘장대","춘천","칠곡","칠서","칠원","태인","통도사","판암","풍기","하동","함안","함양","함평","해미","해인사","현남","현풍","홍성","홍천","화원옥포","황간","횡계","횡성"
"동창원",12747,0,54,0,356,0,0,13,0,37,76,0,139,1123,54,3561,0,0,0,8177,0,0,175,18,0,96,0,27,0,0,0,120,0,0,893,2,53,0,2242,64,0,850,0,0,105,0,251,0,195,4,183,3998,0,12,86087,0,315,16,34081,0,119610,2,10,0,158,0,0,182,0,1782,0,0,0,4,0,0,0,0,40,96,0,5702,1,5566,0,481,1,0,0,670,0,51959,4,130,141601,0,83,124,249,0,65,693,1,6,0,2266,0,88,0,56,0,0,99,0,431,0,94,35,2891,88,0,70,14,92,73,0,5,8,0,1,911,0,0,0,107,21,874,189,8,0,21,0,1,241,14,0,17,31,31,0,455,53153,2673,0,2,1,1,0,27,170,82,852,2611,10112,0,2618,628,14194,21,2076,102,125,124,57,37,0,325,0,1,0,10856,0,0,0,71,0,2374,11650,367,0,0,253,0,1615,0,0,10290,2,0,0
"둔내",0,23,0,3418,0,3,27,2991,122,8,0,0,0,0,7897,0,768,5,78,0,8,15,10709,1499,5,53,11,1282,19,129,7,35,11,24,1,35578,0,57,0,192,6,1,24,0,0,151,1215,14,0,2649,0,0,2,386,19,60,70272,21584,4,820,7,1062,275,16173,43,0,0,177,20550,0,29,78,27,568,182,0,60,183,1062,5848,1147,0,173,2,1,0,67,0,78228,1,0,9,387,297,0,58,0,6289,0,56,1345,60451,56,326,72,4,1,2028,82,0,1,0,0,7246,0,92,7085,0,1,0,889,1095,1618,546,42,19,5902,11848,0,30,0,45,18,19,1429,1046,0,0,138,13,6586,130,125513,620,715,16,14909,418,3743,99,0,9,0,21114,391,149,4506,1,420,0,0,0,0,4,22973,0,0,3,539,0,0,1084,310,25,46,6,0,0,1478,46,0,0,31,12,119,142,0,0,0,1,21,0,2081,0,21,829,0,12,1543,232
"마산",12913,0,67,0,261,0,0,2,0,41,39,0,156,567,14,3104,0,0,0,3573,0,0,49,3,0,56,0,9,0,0,0,39,0,0,715,0,25,0,834,35,0,507,0,0,124,0,84,0,184,1,184,3220,0,15,152373,0,85,3,63667,0,31713,1,1,0,27,0,0,148,0,779,0,0,0,3,0,0,0,0,20,16,0,2361,0,2870,1,259,1,0,0,449,0,107828,0,55,265206,0,59,30,204,0,13,198,0,1,0,987,0,21,0,50,0,0,53,0,336,0,28,22,2712,85,0,25,3,24,20,0,2,1,0,0,700,0,0,0,31,4,743,140,2,0,3,0,0,74,8,0,4,18,10,0,321,67702,610,0,2,0,0,0,7,113,75,367,1796,126208,0,998,582,6901,7,1457,50,35,35,17,21,0,100,0,0,0,2489,0,0,0,26,0,1666,3098,263,0,0,160,0,1068,0,0,2855,0,0,0
"마성",0,6,0,398,2,60,266,824,1364,37,0,6,0,1,1536,2,5014,93,1983,3,242,4,101514,19611,32,171,86,28679,128,1177,254,164,9,344,3,12026,0,11,0,960,3,9,17,0,0,2962,8134,225,0,8356,0,0,138,5656,10,741,12888,260716,1,768,2,1338,3036,901,3203,14,1,1122,3696,0,138,1587,94,11052,2713,1,13,2068,5927,98330,90,1,2097,35,67,1,786,6,1662,1,4,5,4786,1774,27,627,7,56852,1,30,16061,643448,363,774,533,71,101,5542,1149,0,12,0,0,358,0,1357,226487,0,2,0,248,3901,21957,18711,413,293,16874,9137,4,258,1,12,512,7,36123,4185,1,0,753,278,17674,1311,4961,3462,4055,6,20676,4052,5697,309,18,14,0,995,4100,681,2816,1,2598,3,2,1,0,1,1938,5,0,24,1355,0,0,35747,1765,9052,220,128,1,19,745,356,4,0,231,214,829,24,2,2,6,0,280,1,291,0,282,638,0,135,77,86
"매송",1,0,1,386,12,20,173,60,438,18,3,464,0,0,481,1,1590,4849,517,1,9539,5,220138,12398,9,143,29,2267,82,443,79,38,7,58,2,2881,0,24,0,268,2,10,8,0,0,992001,1512,7391,7,1914,0,0,24923,4,3,239,551,21447,4,330,1,3615,3064,233,984,846,219,502,1322,7,36,1244267,60,4518,551,427,13,390,705,4602,48,1,323811,48,35,2,107,3,982,5,561,1,1414,341,30,14973,7,430008,0,40,26632,6133,80,329,103,16,4047,351,1471275,0,19,120,0,265,1,498750,8499,0,3,0,438,872,14940,2624,70,109,4771,2557,314,143,0,34,172,12,1812,389,2,0,409,131,8181,302,1623,821,2319,8,4833,476,2234,124,9,4,0,481,588,364,2182,232,1124,9,5,0,4,11,1050,8,2,29,616,0,0,2917,521,2349,128,77,0,1244,139,96,1,0,122,53,169,58,4,6,2,204,6253,1,264,0,8224,259,1,105,58,68
"면온",0,52,0,4293,0,5,11,2120,63,11,0,0,0,0,5290,0,697,3,105,0,6,4,7111,1013,4,14,6,1241,7,68,12,43,4,19,1,13270,0,19,0,156,10,1,16,0,0,103,956,13,0,1918,1,0,3,333,23,52,60463,16139,5,16337,8,1065,173,875,34,1,0,113,10200,0,26,52,10,372,115,0,15,160,951,3875,577,0,87,3,1,0,67,0,27524,0,0,10,333,188,0,34,0,4288,0,34,769,55582,48,219,48,0,0,1510,38,0,0,0,0,8975,0,49,7005,0,0,0,193,724,1012,364,26,10,4824,7790,1,19,0,30,21,10,873,609,0,0,106,10,5452,49,38593,479,310,2,9682,446,2357,63,1,10,0,20273,341,158,1968,0,277,1,0,0,0,4,31468,0,0,9,428,0,0,1305,475,16,24,3,0,1,1055,42,0,0,21,8,88,69,0,0,0,0,15,0,1788,0,10,587,0,8,2048,160
"목천",59,61,21,60,96,1638,9631,97,45230,409,26,0,0,18,441,23,23958,0,25544,56,0,59,49871,6300,531,7543,556,32734,849,26342,7485,3286,122,3392,35,678,5,1,2,4310,27,181,1,0,1,10,183555,4,88,575,8,4,3,2001,161,10655,586,56924,65,66,30,2771,1007,43,391,0,0,15430,282,45,2778,28,872,3945,25507,0,0,21046,53787,27850,8,45,282,562,907,43,2452,165,174,74,0,143,74654,14951,848,1,87,28361,1,72,12140,375358,5481,73,1849,379,0,31,14,0,231,0,7,39,0,12,64795,2,50,0,17,99101,6672,116341,4725,4973,1156,610,0,5859,3,44,13276,5,122470,12,29,0,26759,7085,5497,25056,513,33853,24,104,936,12826,67,2060,180,88,17,98,12820,5272,92,0,26,111,35,8,83,106,207,106,18,333,15,4,0,288757,45295,167854,7700,3508,8,1,98,3552,36,2,1700,5366,18327,15,38,103,87,0,1,10,35,2,0,47,5,3040,5,16
"목포",0,0,0,32,0,0,1,0,0,0,0,2952,0,0,5,0,0,403,0,0,1841,0,2669,198,0,0,0,11,0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,0,0,364,0,839,0,11,0,0,5122,0,0,0,14,189,0,3,0,12,603,0,0,9,53889,0,10,0,0,590,0,68,1,3080,0,0,1,179,0,0,834,0,0,0,0,0,5,0,1422,0,2,0,0,373,0,7939,0,0,265,462,0,8,0,0,784,0,1146,0,0,3387,0,0,0,228,124,0,0,0,2,0,403,0,0,0,8,12,4491,0,0,0,0,0,2,0,0,0,0,0,57,0,8,0,0,0,33,0,1,0,0,0,0,0,0,0,4,1854,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,139,9,0,0,0,0,0,0,0,0,0,0,5686,454,0,17,0,538,6,0,0,3,1
"무안",0,0,0,8,0,0,0,2,0,0,0,656,0,0,2,0,1,80,0,0,404,0,712,111,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,67,0,180,0,1,0,0,933,0,0,0,3,54,0,0,0,4,162,0,0,55745,8,0,4,0,0,158,0,15,1,456,0,0,0,44,0,0,236,0,0,0,0,0,0,0,275,0,0,0,0,75,0,2258,0,0,98,136,0,1,0,0,165,0,375,0,0,497,0,1,0,51,19,0,0,0,1,0,118,1,0,0,3,4,733,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,687,102,0,3,0,113,3,0,0,1,0
"무주",59,1,60,56,181,8,49,4522,233,1639,44,0,0,36,13722,280,1545,0,524,128,0,2,24358,2729,180,91212,139,8055,216,310,61,179883,9,25,525,1359,28,0,9,8347,3,434,1,3,84,4,133554,1,2437,1423,27,1037,0,1311,527,131,77028,23894,118,198,139,1031,445,105,13442,0,0,534,686,220,9,16,78,1023,248,0,4,284,22165,12354,72,103,82,1825,1238,332,949,12,597,301,0,325,491,55909,1205,1,534,13763,11,9,3887,189112,31,1635,776,2117,0,12491,0,0,7,0,47,108,5,1,24410,56,268,5,33,27524,3676,19205,76004,25,1429,2713,0,188,42,7,112,1,24707,2181,252,1,3568,63,2167,166,1728,71401,4234,5,4675,8948,9157,151,4905,245,18,211,2737,1509,118,0,7271,585,264,21,141,187,489,183,123,976,6341,29,4,22404,26588,9354,26752,40,17,0,332,34,36,4,496,24,61919,4,211,166,547,0,1,82,25,6,0,394,1107,71,20,52
"문막",0,92,0,6603,3,33,130,10194,1741,60,0,1,0,0,35675,5,4042,37,976,6,29,100,43297,6138,27,163,58,7471,131,483,66,92,88,85,5,137769,0,296,0,1337,37,11,191,0,0,850,4799,109,1,9622,1,1,18,2844,34,291,192956,67232,7,18089,12,3601,1030,7746,180,3,1,610,3415,3,181,666,107,3234,815,1,312,738,2396,26239,2255,0,950,15,10,0,414,1,49086,2,1,15,1855,1366,5,221,6,25188,0,439,8036,126601,153,1270,307,7,21,9736,888,0,5,0,0,6121,0,463,27443,0,3,0,23036,4067,7299,2612,168,104,25912,38129,2,181,0,257,188,97,8447,4336,1,0,826,86,21590,603,115758,2469,4601,178,43626,3062,20457,362,16,14,0,13693,2412,947,61282,2,2808,1,0,0,3,7,28881,0,2,14,3607,0,0,3565,2298,65,222,88,0,6,12606,144,0,0,190,64,392,586,1,2,5,0,126,0,3824,0,58,6859,1,80,933,13308
"문산",268,0,40,5,470,0,0,10,0,87,6,0,567,15077,45,15980,1,0,0,2697,0,0,144,20,0,178,0,30,0,1,0,204,0,0,259,7,10,0,346,42,0,12876,0,0,362,0,268,0,116,5,847,16259,0,8,2788,0,373,12,786,0,686,0,6,0,45,0,0,269,6,4615,0,0,0,5,0,0,0,0,58,51,1,582,0,69855,10390,4366,1,0,0,14623,0,1738,1,174,4677,0,73,82,1351,0,15,733,0,7,0,55460,0,66,0,297,0,0,9,0,1645,0,96,14,14620,608,0,67,22,98,122,0,4,11,0,3,401,0,1,0,181,24,4357,725,28,0,9,0,9,243,12,0,14,15,30,0,190,1338,339,0,3,0,1,0,77,112,35,10275,23848,1523,1,15409,3323,113212,26,302,338,112,119,45,69,1,4631,0,4,0,381,0,0,0,120,0,17329,2832,377,0,0,38,6,180,0,3,2673,0,0,2
"물금",0,2740,19,78,31,4152,11664,268,116979,197,5,6,0,0,1838,0,52,23,2902,0,62,238,3533,465,63,164,0,894,1,2187,13141,218,742,201286,111,224,17,13,0,299,173,40,25,0,51,11,3992,67,11,228,0,0,98,1834,0,15544,6956,4451,0,70,0,83,339,41,2147,31,17,167,55,0,60678,327,0,1025,601777,4,11,11970,917,1551,24,0,258,0,0,23,4,527,137,38,2,0,7796,1586,0,31,4,2092,0,884,1366,11273,69090,98,79,122,32,1675,480,0,66,1,0,32,0,225,2208,42,0,0,69,2416,1006,1678,169,146837,155,188,4,934,0,956,13527,280,2512,255,0,0,815,4296,438,209610,120,1325,819,448,453,182,517,11,16,0,12,84,64,2,192,4,488,3,24,0,0,0,135,0,0,0,500,0,0,2686,2536,1843,168,324,0,15,23,1198,0,0,0,97142,536,1264,0,0,55,7,40,12,32,0,38,99,0,555,37,32
"발안",1,0,0,237,0,1,8,91,21,0,0,245,0,0,578,0,75,5284,34,0,7721,0,594940,94426,0,7,0,666,2,18,6,2,1,6,0,1881,0,7,0,15,0,0,3,0,0,172155,70,8328,0,1728,0,0,13282,1,0,10,395,24888,0,133,0,1919,1246298,74,23,722,146,6,857,0,1,2484,4,12683,34,207,4,30,26,13943,24,0,106641,1,2,0,5,1,940,0,339,0,91,15,2,18818,0,1091835,0,12,177356,11276,4,245,5,3,3840,59,121073,0,2,75,0,136,0,104706,5466,0,0,0,191,55,88308,125,5,1,3231,1714,217,7,0,12,21,3,151,156,0,0,16,6,7569,28,1179,34,523,2,4159,32,595,4,1,0,0,278,25,17,964,153,208,0,0,0,0,0,579,0,0,0,123,0,0,122,23,132,7,1,0,1375,162,8,0,0,4,5,9,18,0,1,1,138,7443,1,126,0,8455,210,0,27,15,77
"백양사",0,1,0,28,0,1,2,927,19,364,0,0,0,0,2154,0,334359,0,161,0,0,0,3591,376,10,127,12148,1291,17574,116,9,634,0,0,0,323,0,0,0,19344,0,0,1,0,0,0,1764,0,1,194,0,0,0,102,0,13,14566,4001,0,25,0,88,72,11,915,0,0,75,125,0,0,2,97,161,0,0,0,26,2133,1618,3,0,14,0,0,0,6945,6,85,0,0,0,28,5500,0,0,0,1780,0,0,628,29965,1,196,9452,0,0,1353,2,0,3,0,0,17,0,1,4133,0,0,0,7,1208,766,2169,884,0,176,332,0,118,0,2,13,0,3771,232,0,0,574,19,652,4,340,9135,586,2,835,11815,1170,32546,1,0,0,56,28833,66276,34,0,1459,0,0,0,0,0,112,0,0,0,674,0,0,1989,2281,833,120,22,0,0,80,8,0,0,13472,0,757,0,0,0,0,0,0,0,12,0,0,44,0,27,2,11
"부곡",3,6,0,587,14,129,305,132,1062,65,3,24,0,4,1289,4,3725,634,1613,8,761,4,198892,15786,37,331,69,21670,137,1489,333,98,15,421,7,6767,0,23,0,704,6,24,9,0,0,13218,3999,878,7,9663,22,1,1477,27286,72,536,1014,178369,13,629,15,11773,5624,460,3523,60,18,1251,3195,10,1985,11818,161,181,9929,29,26,957,2432,18781,93,6,9736,60,203,8,286,19,1981,17,41,25,6801,1052,983,2054,16,104597,3,53,76201,15130,294,849,270,44,402,1481,14894,0,19,11,0,504,0,7540,53634,1,11,0,1081,4475,40241,23974,298,447,25993,7358,30,461,1,42,529,10,28748,973,7,0,1222,301,37205,1115,3662,2000,5449,13,18800,1831,5538,324,35,26,2,852,1809,993,4531,11,3112,26,3,1,6,19,2098,10,6,45,2098,0,0,21075,5827,7152,528,178,2,141,282,168,4,0,356,331,503,57,8,18,9,13,749,0,407,0,1013,493,2,228,80,244
"부산",0,29438,26,211,41,57545,154413,5137,1396223,254,6,8,0,0,15792,0,118,31,51342,0,82,2993,32767,2782,1138,972,31,11810,45,35775,96765,1254,14544,1379853,148,1804,23,149,0,5835,2806,53,323,0,68,21,68224,89,16,2026,0,0,131,2090,0,313877,90104,35045,0,269,0,1909,799,162,22175,42,22,453,775,0,589260,468,4,2907,92719,5,84,164845,12185,10399,81,0,824,0,1,31,212,7192,428,52,3,0,112560,10517,0,43,5,14700,0,16193,6707,264538,815016,1187,269,164,43,20281,647,0,691,1,0,96,0,307,40426,57,0,0,148,17566,5191,23537,2855,2826263,2036,3739,5,11537,0,17183,194803,5123,29289,2766,0,0,13201,47120,4186,831065,1677,24808,7234,8115,8169,2986,8127,18,25,0,16,218,998,86,576,5,6228,6,33,0,0,0,333,0,0,0,6046,0,0,32685,25141,17638,1113,5276,0,20,503,26199,0,0,49,1086084,8643,27252,0,0,74,10,55,16,193,0,50,326,0,11577,135,104
"부안",0,0,0,4,0,0,0,0,0,0,0,756,0,0,1,0,0,200,0,0,899,0,1177,127,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,158,1,641,0,2,0,0,2614,0,0,0,6,78,0,1,0,4,389,0,0,1697,274,0,0,0,0,265,0,34,0,679,0,1,0,60,0,0,376,0,0,0,0,0,0,0,7,0,0,0,0,191,0,3668,0,0,201,103,0,1,0,0,490,0,489,0,0,340,0,0,0,88,32,0,0,0,1,0,188,0,0,0,1,2,480,0,0,0,0,0,0,0,0,0,2,0,22,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0,0,0,0,0,0,0,0,0,0,254,374,0,2,0,356,0,0,0,0,0
"북단양",0,367,0,171,0,6,41,37,82,1,0,1,0,0,147,0,0,2,0,0,2,69,329,50,0,2,0,20,0,0,1,0,146,8,0,1176,0,926,0,6,90,0,1669,0,0,4,18,4,0,33,0,0,1,34,0,70,1281,92,0,43,0,11,11,21,0,0,0,0,259,0,6,9,0,27,68,0,23,235,9,158,44,0,9,0,0,0,0,0,34,0,0,0,899,10,0,10,0,173,0,1306,85,392,21,7,0,0,1,20,1,0,0,0,0,5,0,9,145,0,0,0,191,3,53,7,0,10,76,109,0,1,0,996,53,318,49,8,0,0,3,10,67,241,59,7,9,272,124,2,48,0,1,0,0,7,7,0,904,0,3,0,0,0,0,0,6,0,0,0,9,0,0,9,4,0,0,0,0,0,276,163,0,0,1,6,2,3793,0,0,0,0,1,0,95,0,2,123,0,0,10,61
"북대구",0,293969,2,429,1,40387,986514,4173,425468,1238,1,0,0,0,10405,0,108,1,758128,0,3,84738,18335,1862,2041,912,259,7104,282,178253,577405,1917,241738,17422,8,1389,1,401,0,9216,64111,3,902,0,3,7,85555,4,4,1501,0,0,5,1395,0,348357,70293,22031,0,193,0,1370,324,176,16148,2,1,352,534,0,11200,45,20,699,144467,0,357,3145,21199,8018,101,0,148,0,0,1,625,38728,189,2,0,0,192134,17472,0,2,0,8810,0,93874,4452,179804,32260,896,637,7,1,13759,31,0,6918,0,0,42,0,29,31228,2,0,0,96,12882,3060,18500,4110,26723,1756,2944,0,16309,0,102303,436623,21694,21055,2465,0,0,14360,1152970,3259,147657,784,31350,4377,169414,4806,8029,7643,19,11,0,0,90,3049,823,645,0,3823,1,1,0,0,0,195,0,0,1,5446,1,0,27388,18111,11517,1372,15036,0,0,1399,110216,0,1,509,17303,12251,53589,0,0,3,0,3,0,290,0,2,368,3,23121,209,84
"북대전",24,27,21,645,75,611,3471,10741,15694,7712,8,0,0,23,17570,36,46668,0,18375,25,0,46,34777,4917,3003,21946,957,24198,2027,19831,2688,11350,198,1203,98,8748,4,8,1,60084,33,173,5,0,1,14,122646,0,204,3456,431,7,0,1457,130,9110,147629,45255,28,1242,30,4733,669,1265,55315,0,0,24005,2656,69,828,28,2027,2092,12913,0,10,22216,1582,21323,121,49,248,685,738,88,9429,190,2372,75,0,72,37934,130254,325,1,105,20974,6,80,5896,418300,1713,2195,5663,612,1,129973,12,0,250,0,7,557,1,8,65054,6,84,3,166,24827,5334,41889,29758,2106,4072,5704,0,13169,11,74,6383,1,44103,32036,101,0,116503,3877,5629,9760,8279,34288,14195,85,11616,63803,19855,3181,355,57,3,958,46591,12374,683,0,68819,109,66,11,88,60,2827,66,32,467,23827,4,0,108670,139714,40239,19384,3218,7,0,1956,2827,21,1,4799,1523,67187,26,53,79,103,0,0,25,466,1,0,1200,20,5175,185,257
"북수원",45,37,19,5816,107,615,5577,889,10048,655,13,78,0,16,6493,37,41262,972,17239,44,1675,58,378031,17752,280,3664,740,193178,1195,19952,2942,981,185,1568,147,63626,6,280,1,6909,51,174,179,0,0,17708,38177,1814,145,68863,4,2,2987,23902,109,5753,8987,1085466,31,6778,26,105178,6384,4799,33512,222,51,13520,30233,52,1535,14667,1524,29660,15152,64,201,11126,25207,7041,953,34,13981,629,831,68,2950,99,20261,78,98,77,38284,8583,568,3304,132,263463,13,601,68421,154310,1771,6753,2679,429,789,13280,17205,0,170,18,4,4459,0,10680,346126,6,63,0,9218,28506,50077,211058,1535,2168,255447,80186,67,4058,2,423,4467,169,198460,10997,25,0,11193,3513,352444,9062,38424,18091,52861,84,142066,17120,56166,3204,412,55,17,8574,23013,10243,41246,48,28311,151,72,6,84,56,21696,91,19,319,17828,3,0,200186,25670,75405,2789,1905,4,322,2301,2223,56,6,3480,1882,3732,732,119,81,143,56,1505,19,4310,1,1833,3421,11,2193,1131,1547
"북원주",0,95,3,368,0,1,17,197,46,15,0,0,0,0,587,0,244,5,20,0,14,39,1803,227,3,10,3,96,6,16,0,8,38,4,2,11035,0,43,0,77,18,0,48,0,0,50,377,7,2,250,0,0,3,47,0,57,3305,778,0,270,0,86,55,129,10,0,0,44,3429,0,1,30,8,94,70,0,22,153,208,1004,226,0,41,0,0,1,43,0,711,0,1,0,338,95,0,31,0,813,0,141,293,2140,9,108,21,4,2,504,15,0,0,1,0,74,0,26,734,0,0,0,1417,201,395,78,17,11,661,1633,0,8,0,64,7,75,255,239,1,0,44,6,566,46,1832,203,106,27,1211,169,642,34,1,0,0,285,106,37,6087,0,92,0,2,0,1,0,373,0,1,1,130,0,0,158,84,2,18,3,0,1,30404,75,0,0,8,9,40,138,0,0,0,0,14,0,174,0,11,10134,0,6,37,7666
"북창원",935,0,65,4,324,0,0,4,0,25,42,0,31,337,21,528,0,0,0,3975,0,0,78,4,1,68,0,19,1,0,0,67,0,0,182,0,9,0,4865,20,0,383,0,1,21,0,145,0,115,2,33,865,0,2,5306,0,178,21,2900,0,1026,1,1,0,43,0,0,134,0,524,0,0,0,3,0,0,0,0,52,44,0,691,0,2055,2,179,1,1,0,279,0,4099,0,86,7952,0,51,41,74,0,13,416,0,2,0,1001,0,35,0,15,0,0,75,0,84,0,76,10,644,27,0,28,8,86,32,0,3,7,0,0,3708,0,0,0,62,7,160,35,7,0,8,0,1,161,1,0,7,17,24,0,108,3593,1873,0,1,0,0,0,18,123,29,311,995,5073,0,1050,104,5782,13,3937,22,91,52,30,17,0,87,0,0,0,12409,0,0,0,40,0,661,8023,199,0,0,201,1,1841,0,0,12213,0,0,0
"비봉",0,1,0,241,1,3,49,118,245,10,0,346,0,0,871,0,575,5361,285,0,8463,1,307737,61226,4,38,8,1563,11,167,33,27,3,36,0,2750,0,10,0,105,2,3,8,0,0,181037,745,9782,3,2961,0,0,15173,2,4,97,618,52218,2,313,0,3615,347780,111,323,919,207,149,1220,0,36,80661,16,13290,322,267,12,224,318,16882,42,0,770,21,11,1,37,2,808,1,494,1,705,134,8,22174,3,815430,0,33,74591,17513,41,481,25,11,4191,210,143625,0,4,96,0,165,0,105906,17466,0,0,0,261,391,41009,700,76,45,7417,3344,260,66,0,12,109,5,540,193,1,0,160,38,13736,214,1521,322,1692,4,6555,228,2045,61,3,1,0,322,232,107,1688,148,903,0,1,0,0,3,801,0,0,7,613,0,0,890,272,963,53,17,0,1674,230,29,1,0,29,14,72,23,0,3,1,198,8772,2,163,0,10437,292,0,25,33,67
"사천",1551,0,361,25,3691,0,0,114,1,232,106,0,4679,265463,343,165501,7,0,2,6340,0,0,2203,136,2,1530,0,354,0,9,1,2208,1,0,2846,46,133,1,544,284,0,84970,0,2,2728,0,3010,0,1166,23,7797,123148,0,39,11297,0,3172,130,2919,3,2743,42,34,5,444,0,0,1833,29,71424,0,1,1,44,0,0,0,1,689,531,1,2292,3,79556,43467,33800,3,0,7,132473,0,6769,3,1291,25177,0,455,649,13994,0,193,7669,0,62,3,646785,0,560,0,2279,1,0,35,0,14284,0,943,118,137742,5405,1,671,189,678,1674,0,55,54,0,3,1215,0,2,0,799,85,53278,5707,179,0,69,1,35,2241,162,0,142,105,343,0,1901,5031,1168,4,26,0,2,0,346,993,458,25642,299871,5372,7,96736,30548,869885,130,1061,2444,923,819,392,570,1,21939,0,19,1,1402,0,3,0,1061,0,212011,8408,2594,0,0,264,37,867,0,19,10097,1,5,1
"산인",0,0,72,12,2259,0,0,105,1,590,1,0,496,7381,320,12472,2,0,0,115568,0,0,2349,138,1,1057,2,355,4,0,0,1118,0,0,4573,13,118,0,0,425,0,6136,0,0,394,1,3267,0,1356,60,603,19641,0,97,0,0,3046,152,0,2,0,63,26,3,1028,0,0,1588,12,12157,0,4,1,90,0,0,0,0,655,664,2,0,8,46220,10,3446,13,0,1,5581,0,0,12,1376,1,0,650,1075,1516,0,498,7444,1,53,2,20084,0,625,0,295,0,0,3,1,1649,0,1083,158,16534,653,0,648,172,1331,647,1,66,44,0,1,3,0,0,0,1410,84,3580,797,83,0,154,0,14,2198,163,0,138,193,285,0,2329,1,42942,0,30,3,2,0,219,1185,570,7726,19557,0,1,19586,2541,151013,235,0,361,1379,885,616,319,2,1529,0,5,0,1,9,0,0,769,0,14482,181681,3320,0,0,26,10,0,0,1,33,0,3,0
"산청",105,0,242,15,1499,0,0,16,0,18,87,0,113,2590,33,4370,1,0,2,261,0,0,129,14,0,238,0,36,0,2,0,219,0,0,726,10,162,0,41,38,0,30846,1,0,102,0,237,0,221,4,280,2920,0,5,789,0,430,22,200,0,203,3,4,1,41,0,0,268,3,3842,0,0,0,10,0,0,0,0,53,76,0,155,1,29194,2505,858,0,0,1,17644,0,508,0,119,1378,0,264,94,307,0,18,720,1,7,2,55764,0,42,0,63,1,0,108,0,340,0,121,38,3514,158,2,53,21,100,147,0,5,10,0,1,65,0,0,0,108,4,1281,119,16,0,9,0,3,215,19,0,18,3,39,0,418,352,40,1,1,0,23,0,54,484,229,1053,5539,347,5,5532,762,32477,45,39,42,115,85,31,61,0,643,0,6,0,89,1,0,0,82,0,3705,379,2800,0,0,124,6,8,0,2,1094,0,0,1
"삼례",0,10,0,94,0,55,1077,2180,1421,1511,0,0,0,0,4906,0,99799,0,1818,1,0,10,8230,863,38,343,14338,3139,20201,2055,287,2927,25,23,0,1000,0,2,0,59220,2,0,0,0,0,2,11275,0,7,605,0,0,0,239,3,696,32800,8175,1,95,1,613,165,47,2802,0,0,880,413,0,6,6,5683,387,314,0,0,773,10115,3938,22,2,25,5,12,1,123,34,298,0,0,1,1707,29908,12,2,1,4000,0,18,1601,70080,173,633,25167,8,0,5558,3,0,19,0,2,94,0,1,10152,0,0,0,48,5250,1594,6187,4938,34,645,1040,0,817,0,22,873,0,9003,920,1,0,2863,774,1201,952,1168,50856,1683,25,2492,14181,3096,25185,5,3,0,183,9372,71037,121,0,5766,4,0,0,0,1,385,0,0,9,2156,0,0,6227,7874,3373,332,170,0,0,242,216,0,0,27027,20,3884,6,0,0,2,0,0,0,57,0,1,227,2,276,15,34
