"","가락","가산","가조","감곡","강릉","거창","건천","경기광주","경산","경주","계룡","고령","고성","고창","곡성","곤양","곤지암","광양","광주","광천","괴산","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","기흥동탄","김제","김천","나주","남강릉","남공주","남구미","남김천","남대전","남밀양","남상주","남성주","남안동","남안성","남양산","남원","남원주","남장수","남제천","남지","남천안","내장산","노포","논산","다부","단성","단양","달성","담양","당진","대동","대전","대천","덕유산","덕평","동고성","동광산","동광양","동광주","동군산","동군포","동김해","동대구","동대구.구.","동서울","동수원","동창원","동함평","동해","둔내","마산","마성","망상","매송","면온","목천","목포","무안","무안공항","무주","무창포","문경새재","문막","문산","문수","문의","문평","물금","밀양","발안","백양사","보은","부곡","부산","부안","북강릉","북광주","북단양","북대구","북대전","북부산","북상주","북수원","북영천","북원주","북창원","북충주","북통영","비봉","사천","산인","산청","삼랑진","삼례","상동","상주","새말","생초","서김제","서김해","서논산","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서안성","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","서포항","석곡","선산","선운산","성산","성주","소양","속리산","속사","송악","송탄","수성","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","연무","연풍","연화산","영광","영동","영산","영주","영천","예천","오산","오창","옥계","옥곡","옥과","옥천","온양","완주","왜관","용인","울산","울산.구.","원주","유성","음성","의성","이천","익산","일죽","장성","장성물류","장수","장안","장유","장지","장평","전주","점촌함창","정안","정읍","제천","주암","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진안","진월","진주","진천","창녕","창평","천안","청도","청량","청북","남청주","청주","청통와촌","추부","추풍령","축동","춘장대","춘천","충주","칠곡","칠서","칠원","탄천","태인","통도사","통영","판암","팔공산","포항","풍기","하동","함안","함양","함평","해미","해운대","해인사","현남","현풍","홍성","홍천","화서","화원옥포","황간","회인","횡계","횡성"
"서전주",523,6,104,49,668,733,167,1095,437,829,8760,481,363,448,366,113,2916,407,336733,1,14,2973,330,3,18,7601,550,91,969,13366,0,5845,18777,2170,2,9,3112,525,114,3090,10,795,61,43,434,10,63,1026,6,7,62,13154,24312,11,18669,2,419,8,0,3257,245,68,10154,4,3131,380,134,5,750,802,10,1050,422,486,0,18567,1972,778,7,412,103,1,695,126,1973,107,2117,3512,492,189,2379,1,64,643,323,12,785,0,7,24,931,10723,436,379,45,9,148,14392,28,1150,11834,5590,732,5289,156,35,198,19,172,636,1270,4109,405,3,44362,7,166,197,820,5,582,8204,1273,28857,4454,140,1114,10948,1880,19,1771,3771,76894,114,1563,216,1684,3,8259,675,59,248,272,51,458,106,4825,194,56,151,2544,299,10370,41,5294,344,19,4143,723,6431,12438,11,209,1730,4360,16,234,1117,467,132,11,344,0,11747,3003,26,208,866,1388,28,5105,501,554,1192,0,520,56648,3261,9,2670,27839,4089,15979,1435,4554,2,480,94,123,65855,239,2451,187167,135,1246,15,7409,575,148,162,66,266,171,331,4141,102,843,2272,145,1029,11516,64,60,1868,11679,2466,118,993,247,52,2,1105,40,384,504,36,982,64717,17,2539,7027,208,1014,7,155,330,826,398,7,3,276,473,181,4,640,192,7709,185,71,320,216
"서진주",3157,0,4450,35,269,44946,0,770,1,3,828,341,60509,346,583,39826,1886,31248,21,4,70,231,17808,4,0,5451,417,13,4674,108,2,2801,210,94,0,1,167,10,438,7358,1,66,104,2,417,1,7120,306,715,2,1729,1220,221,0,1400,0,31376,0,0,1723,263,0,8998,8,11233,215,16099,1,2020,12186,10,882,6725,0,0,22222,1499,16501,0,41,44,1,501,16,1364,54,4482,33,4,3,4734,1,129,296,24092,0,489,0,1,0,562,73,63,253,1,69,39,361,0,3,3393,55612,131,3611,1,10,8595,31,30694,459,659898,113833,28488,0,1973,0,117,36,26816,6,10731,554,5,3640,44686,477,9201,7971,2552,0,1186,1030,39042,3,728,696,182,4,3030,459,0,216,158,252,183,255,10120,54,20,280,1001,0,6412,1042,22857,1887,3,1796,612,3072,4284,2,312,867,228,76,33977,247,15,3363,1,2,0,6288,1339,7,12580,748,236,0,3970,2,607,3,0,226,9763,732,1,874,3166,1592,217,61,2377,0,11658,4077,17,5023,86,106,416,5,3083,300,1500,18041,4065,14145,99709,2975,55,30656,2021,5579,27303,1134,3163,514,5787,0,0,1149,4474,2456,0,2954,16,20706,5,438,115,3,5107,5,60,213,0,146179,4435,0,1,0,59213,15907,74876,6,19,0,1834,190,781,18,326,73,20688,8,31,67,67
"서천",2,0,1,17,124,2,18,38,61,126,104,1,4,2384,117,15,128,104,9358,44492,0,334,5,21624,0,38536,4687,23,116,0,31,2025,0,164,55,0,326,39,8,361,3,93,12,2,883,8,30,137,1,2,0,1414,4,5,13,0,0,1,0,373,12177,38,5618,132787,4,61,0,47,218,81,36935,111,6,94,0,448,3103,6,11,55,14,0,309,17,13851,15,198,8326,1051,324,52,58094,10,102,3,5,105,48,3,22,17004,51,73,3077,22,8544,18,961,6,252,5376,35,60,1898,21,6,2,5,5,22080,15,32,1,1,0,6,20,23,0,5044,3,38,342,1910,40,10194,0,113526,383,1,8404,3877,14973,21,352,0,6,479,450,20245,12,126,23,2407,8,14,0,17,6,5520,2787,89,3825,29,1233,60,2,1180,2731,1446,1369,6,105,151,14,0,1,2010,40,8,0,27,0,4163,153,3,80,156,241,5,4,41,345,193,0,71,20356,615,3,240,4,295,285,678,0,4,5,1,9,7,34,1318,9,20,346,2926,507,2,7,0,8,3,27,2,2,45,10,213,5,57,1274,3,21,6781,625,104,13,156,39,7,30108,100,11,80,1,8,21,2,1,31,1057,35,203,4,91,1,1,1535,20716,1,2,99,11,45091,96,24,21,31,9,18,28
"서청주",2829,8,183,1079,13920,695,1220,28195,3842,8473,13204,594,773,77,134,165,77484,2232,37584,65,66,24829,221,1057,22,31820,1563,2006,9270,807,118,15094,1687,13040,0,116,197,7528,2333,12383,1046,9281,496,34,30257,2305,641,18773,28,104,1287,60,544,1702,19389,20,878,81,0,908,1375,14412,299814,512,999,15412,310,2,237,104,233,2930,2630,6099,0,582149,7392,1061,3,4666,2679,0,4958,2179,10911,2667,27,1219,109,74,7760,245,271,13737,909,718,24070,4,1433,999,5322,1176,48147,1824,6241,148,4043,1427,329,15991,135060,1808,4497,18628,902,649,1130,126,586,3870,3644,362,771,606,4285,1084,5469,2945,804,18,1105,297,29234,40705,5617,2412,1377,42117,846,38,9729,26310,38586,1697,35101,7025,3282,388,10220,4656,524,113,7903,44,1373,1369,688,12858,692,2024,14238,2968,17319,52,2121,164,448,341009,2621,1797,24520,2150,12815,36139,508,38,283,277,9169,1507,38,2593,2,33649,415152,580,806,278,44619,302,10374,5268,14444,10581,0,11707,127357,222030,15,98761,29073,111939,2216,196,5535,272,1968,105,1749,34568,2052,65,11338,924,636,64,364775,899,743,93,808,921,2478,378,758,409,2170,275776,912,355,204,567,2371,18912,166482,96,836,16257,2253,57,259,14292,226,3275,654,11770,44,3710,815,7748,48269,2059,8718,137,800,629,1740,82,213,394,191,9098,1673,610,9180,6112,438,4532,14946,3699,2605
"서평택",1719,10,24,192,720,152,747,231,5552,8114,900,254,198,3017,227,65,760,568,40425,17743,12,4591,93,36373,6,538508,49307,118,1910,123,88,23286,191,2584,142,11,1291,2866,934,830,236,834,516,15,62541,1030,89,1018,4,31,1103,6660,71,534,193,63,157,21,0,729,162573,6312,11159,29838,216,589,227,77,534,145,33751,20,283,1570,0,1676,33491,525,39,665,197,0,1661,232,261192,153,7989,15260,1859,494,837,5450,49,1284,104,469,648,104,630,236,192743,223,791,40171,2539,8064,268,2070,89,3873,6798,571,173,11564,388,53,829,29,189,271673,843,352,209,219,472,408,754,288,575,4259,506,3398,10791,2918,2372,133864,236,1241657,1329,120,140973,76088,46197,994,619,682,854,19066,4161,1688,198,140,1398,2189,850,417,154,253,66,356521,64399,1017,31243,74,5795,197,70,17909,34215,27872,2754,1378,773,1897,1332,7,48,3193,540,572,60,2809,7,40574,6701,45,177,348,1590,137,2104,2321,2006,7150,0,565,11507,28947,12,2003,2365,4863,945,1517,420,768,601,82,156,3946,197,3941,880,317,714,2108,8938,206,117,16,198,867,187,128,129,215,1063,9917,248,300,15519,143,880,147718,4849,15504,171,1537,445,37,4688,548,147,1171,348,11895,428,471,218,1438,2026,519,1976,156,221,178,391,2638,16541,135,29,550,806,40016,531,464,135,203,119,204,200
"서포항",0,4183,0,630,10,5,25,236,1095,37,113,0,0,0,0,0,813,0,6,4,166,7306,0,39,318,2759,160,128,27,23,20,348,105,2128,0,0,15,8318,73,78,2023,185,2,469,120,112,0,282,0,214,2,355,4,59,353,782,0,263,0,1,289,794,3141,9,0,207,0,0,0,2,2,99,0,21433,0,7782,396,0,0,0,26,0,54,0,255,29,1595,8,0,0,4,3,522,146,0,3,626,0,69,995,469,2,78,55,289,0,2,2,373,83395,674,1,564,712,19949,16,1,192,0,453,1,0,6,313,58,185,716,62,0,0,0,15,61851,793,0,216,0,1699,0,618,1724,112,2745,35,177,61,0,5,607,351,2206,0,561,1,1,2,5,81,4,562,344,17145,637,1,1,0,69,515,160,613,518,45,346,605,8,572,0,1,118,0,604,72,114,957,399,0,0,0,186,3,40,8344,214,61,0,42,1097,239,404,602,359,279,2,0,1,3,0,2,18,536,461,5,85,138,0,0,141,0,0,1,0,0,14,0,0,4,1,664,0,0,1503,1278,3,317,984,500,25513,96,179,0,1,335,1786,7830,1,1,1,62,11,0,830,53632,137393,227,0,2,0,0,3,24,1,12,0,17,134,123,0,305,18,16,61
"석곡",270,0,1,1,9,21,0,24,0,0,30,4,62,614,12540,200,76,2170,130,81,1,4,141,86,0,629,52,0,7,231,0,178,207,0,0,1,62,1,51,19,0,2,4,0,18,0,18,14,21,0,14,405,263,0,222,0,26,0,0,3705,64,0,87,108,10,7,12,0,2746,139830,550,33,198,0,0,715,66,247,0,6,0,0,21,2,267,1,64,78,14,5,4,103,1,7,85,0,8,1,0,0,173,257,3,18,0,187,0,10178,0,0,58,1742,0,171,0,1,72,0,29,144,373,935,12,0,123,0,2,7,2,268,217,183,0,145,1228,64,0,1437,22825,0,152,123,2387,0,22,275,118,120,109,125,0,23,8,225,1,51,5,2,0,34,89,0,321,86,30513,3677,1,25,65,201,79,0,4,19,105,0,13,538,1,29,0,0,0,367,39,0,922,15985,6,0,17,0,14,0,0,25,538,41,0,48,242,58,1353,428,1,0,149,151,1,855,4,71,826,1,8992,293,98,5,12,83,188,99,0,170,3,832,493,79,14,7326,349,0,0,112,127,60,0,4,0,40,50,19,0,0,43,0,35,199,0,596,62,0,0,0,628,83,10,24,89,0,6,5,5,136,13,1,354,0,2,1,0
"선산",443,38,151,3010,390,474,827,1092,7310,4320,353,2636,36,7,0,45,4101,650,216,1,1646,36632,134,14,21,5968,677,227,106,21,68,2649,106,10245,0,4,33,15738,20033,205,264,10643,4008,30,786,698,285,445,49,5,684,1841,22,374,868,35,39,4,0,94,261,4065,7432,18,3,1381,10,0,55,970,4,773,416,6776,0,34361,2140,523,0,84,87,1,196,42,684,119,11618,24,0,0,17,8,10353,679,403,168,8299,0,399,439,1265,23,1472,260,2107,2,99,74,0,38846,1915,914,27506,3703,1101,54,1131,1386,54,470,503,1,75,607,140,255,36356,119,55,0,849,19,57828,1639,1801,409,8,6023,27,19,2230,1084,9010,639,472,195,123,15,6355,1186,561,1,10413,2,4004,11889,26,2134,51,400,2042,6016,2917,54,439,19,8,1620,565,3303,911,732,1763,3127,25,4930,6,7,661,1902,16,3297,3,7256,5019,12,164,4,735,87,239,14272,971,2743,0,334,2197,839,10,3366,863,343,79,0,19,77,927,89,68,1058,12446,43,287,10,13,2,1068,19,122,203,131,378,78,145,10,45,407,1150,1241,15,13880,719,169,2095,4902,3942,1333,279,1384,24,13,851,8012,5640,532,9832,4,126,300,589,2040,3514,5666,1,159,292,250,2,23,130,323,354,5036,44,519,7434,1537,2146,260,158,195
"선운산",62,0,76,2,9,174,0,20,2,2,4,138,103,26714,1238,182,27,337,74589,2316,0,20,235,6446,0,8337,1241,0,5,8,1,745,12,11,276,0,32,0,5,3,0,3,11,0,165,0,2345,15,137,0,48,1103,47,0,2,0,46,0,0,3906,2120,0,105,4873,7,5,17,323,600,938,69730,86,100,0,0,173,783,183,497,5,0,0,81,0,4205,0,148,206036,25920,10382,7,1833,3,10,78,0,9,214,0,1,4283,680,4,523,0,23485,3,10643,0,7,297,1892,6,788,0,0,90,0,57,5570,393,1146,44,0,6,0,3,5,27,31976,177,5,10,44,1414,1126,4,34860,1829,0,1357,836,8294,0,19,37,207,3324,41,2911,1,255,2,55,70,45,3,2,0,786,1026,1,1417,652,4799,514,0,20,901,627,21,0,22,27,0,0,21,64096,1,47,0,1,0,1432,8,0,229,1225,3,0,3,2,99,4,0,7,418,49,0,31,9,40,2807,6758,3,0,117,32,2,41,4,397,20,0,993,25137,25,45,279,158,132,32,1,226,5,197,417,17,20,631,938,0,0,1662,55,22,0,4,0,23,1129,12,0,1,43,18,3,40,0,587,20,0,1,0,408,126,210,27239,2219,0,72,9,61,4728,8,0,2716,0,1,2,0
"성산",3806,3,10707,930,41,27087,0,358,7,6,192,22584,79,284,6,75,5542,1186,16,4,383,4040,347,17,1,6511,394,173,275,31,18,893,64,3761,0,0,19,260,26208,462,0,942,11930,5,373,0,3878,33,477,1,3072,488,56,0,1417,1,176,1,0,866,119,4,4872,6,242,535,47,0,79,12584,1,937,2356,9,0,16734,909,2776,0,3,13,1,55,1,532,7,4297,59,7,23,71,3,1476,143,700,2,1395,0,0,1,569,19,422,95,0,13,10,1723,1,26,1010,12853,3016,1654,6,2,4099,529,69,328,975,2,702,0,741,1,4766,18,655,1,2776,39,72,1208,13385,334,304,5608,33,0,2301,1094,3926,0,493,246,139,10,1875,756,1,8,4578,68,1010,34335,1936,397,3,263,717,7,1191,658,606,24,0,1242,300,2303,549,0,910,900,30,1747,49,154,388,10594,0,0,0,3148,1619,2,151,15,464,0,2058,37,326,3,0,39,1859,559,2,1411,2505,203,314,24,682,0,2894,525,8,2292,1350,26,220,0,32,74,426,366,1100,246,273,1867,11,481,1782,233,762,939,5874,67,4018,1,1,908,1256,920,2,304,604,95,3,85,2493,11,3209,33435,5,161,0,586,1166,2,7,0,356,1673,5068,2,10,0,30775,20,26918,9,42,664,945365,778,81,15,8
"성주",4053,5,1527,1540,206,5311,19,650,53,91,263,12797,142,92,4,145,2465,3231,13,0,605,6583,662,7,5,3272,407,195,66,10,21,894,37,4590,0,1,13,233,38991,169,1,1999,29126,9,221,7,1471,172,156,2,4494,576,8,5,590,2,119,2,0,594,99,38,5031,24,28,707,69,1,747,7870,3,624,1874,87,0,20913,974,2008,0,14,19,0,48,25,416,21,3376,28,4,2,10,9,2438,291,1087,1,2494,0,3,15,344,10,244,116,17,8,49,744,2,244,1070,8019,5864,1758,23,20,4957,523,123,213,2068,4,465,2,110,3,8421,84,206,0,2046,16,193,1705,10705,300,72,3416,94,9,891,265,7582,19,446,90,287,16,1907,266,12,11,11775,37,32416,9086,478,280,17,195,864,65,1414,300,1372,55,5,698,336,1194,550,4,1232,2173,23,1435,31,107,340,9825,5,37,0,2559,895,18,355,10,387,5,192,110,506,71,0,190,2071,440,11,1289,935,226,207,32,180,6,2475,309,17,835,2729,19,41,2,34,14,270,109,431,236,391,1739,34,641,125,217,1400,789,6626,42,3543,3,6,654,910,1086,14,197,1054,47,3,266,3361,86,2069,36417,7,147,3,1639,1234,47,122,4,666,1272,1617,1,18,6,2369,99,39481,24,156,792,34481,690,43,40,26
"소양",4287,0,791,10,89,4059,10,141,22,86,1587,2321,3278,15,5,383,397,107,6080,0,2,305,1801,0,1,1746,124,16,1224,1422,0,1312,2475,134,0,1,755,36,70,650,0,84,453,5,98,3,203,153,50,0,257,2966,521,2,6199,0,3779,2,0,143,59,8,1491,0,70618,53,786,0,38,53,2,242,2236,18,0,3017,439,5338,1,53,8,0,151,18,456,15,464,192,17,9,48688,0,21,99,1984,3,221,0,0,1,213,288,21,83,7,2,20,314,0,65,1997,35692,96,1202,3,16,1124,2,1523,146,9756,24415,3859,1,26639,0,35,39,9111,0,4333,2323,85,4142,30760,39,13771,2504,48,2,404,853,17144,5,199,5241,11917,0,823,164,8,3,54,4,2094,442,629,25,8,34,568,24,2305,9,161,4,6,500,170,1424,2095,2,31,233,1202,1,1653,44,32,920,0,27,0,2643,411,4,115,16,122,2,27766,21,120,59,0,68,9301,409,4,314,30929,552,503,30,175299,0,2564,796,23,14165,26,653,4476,16,37,2,1054,5059,1095,895,1012,968,24,2426,66719,79,5647,377,733,27,2590,1,2,429,1412,349,6,296,20,203,0,159,2,12,1334,129,268,2145,2,23037,906,13,105,1,340,1649,8939,17,1,1,1875,94,974,0,113,15,67904,11,9,28,15
"속리산",180,3,11,103,108,40,287,660,1044,2285,391,173,14,1,4,7,1342,56,1103,1,167,4797,18,172,1,4233,288,10,108,36,0,1742,99,621,0,3,32,961,813,89,189,11869,192,4,552,410,30,182,1,0,177,1336,12,239,674,10,12,0,0,27,86,2578,6952,25,9,134,1,0,9,9,12,382,190,1016,0,13516,677,173,0,75,18,0,52,45,925,8,6973,34,3,0,60,17,895,165,50,127,80014,0,246,229,382,35,6047,171,1208,5,52,52,0,4460,4804,364,3055,2146,260,10,366,159,15,283,100,3,20,118,136,168,3493,48,14,0,218,22,6120,1236,622,221,11,4547,19,0,716,872,11591,351,488,269,74,25,20529,282,157,2,3792,0,381,515,36,79,13,90,1168,909,2797,3,37,1,9,10718,358,2363,566,340,188,536,19,309,0,4,9,537,1,631,1,3968,5421,7,20,4,72,36,297,884,288,2919,0,133,5179,1116,4,530,754,1318,51,3,85,25,296,14,12,1114,1147,43,345,9,4,3,2563,12,13,7,12,65,42,28,18,8,73,1689,236,2,6002,164,258,1480,12238,7384,313,112,17,2,28,239,538,1249,171,3357,7,112,81,97,572,698,1951,1,16,88,27,14,12,98,52,81,387,22,111,12013,226,5,3954,35,42
"속사",0,195,0,647,38748,2,14,1014,34,104,32,6,1,0,0,0,2215,14,465,9,126,46,0,12,54,4589,1097,2,13,2,265,452,9,27,0,284,6,5,13,13,74,1,2,57,41,42,8,7381,1,90,0,74,5,22,96,60,1,93,0,3,57,269,484,38,2,1894,1,0,3,2,4,613,0,55,0,21062,2875,1,0,5198,9308,0,145,2223,207,13952,13,9,2,2,9,5,27,14151,2,6,15,0,26,28,70,12,14,230,110,1,8512,29,163,285,233,0,37,3386,16,373,2,32,0,105,12,0,2,18,35,9,27,20912,3,3,0,4,1008,112,6,71,5,3549,7,288,732,28,4053,40,447,38,11,14,702,56,2,0,47,0,3,13,5,3,35,48,44,82,1860,0,16,0,221,567,694,68,47,16,3936,2568,3,47,0,4,4,3,101,26,98,431,472,1908,3,5,40,2,58,38,792,189,0,22071,269,196,39,2753,125,1537,5,0,58,3,1,0,27456,181,60,11,105,757,3,2,151,5,10,0,4,0,10249,1,14,2,3,267,2,0,254,6,51,54,100,0,18,31,3,0,9,967,157,545,2,17,6,24,17,14,66,37,37,477,7,0,11,1,25,4,1,4928,5,30,391,3,0,1,3,29865,251
"송악",3829,7,15,238,1068,78,917,216,1731,8959,465,65,192,1188,184,31,985,899,17910,11232,21,4015,115,19352,3,405162,27708,63,620,45,72,16666,73,2083,38,5,547,1591,388,550,193,398,403,8,33270,913,31,1209,0,42,343,1469,25,470,75,5,143,21,0,370,199015,5663,10755,18292,75,626,85,37,1623,79,18358,11,563,1557,0,1826,30102,918,17,904,159,0,1881,291,187998,134,1971,7360,703,158,383,2934,46,1157,146,1012,336,21,564,177,216268,83,212,28102,2271,2985,317,1073,108,3386,7458,542,230,8870,751,37,598,27,112,288595,457,290,73,220,177,849,586,276,103,1687,529,1614,13589,2658,4978,62373,93,832050,1568,99,92162,62774,53516,1216,736,256,477,7290,2702,497233,561,49,796,817,811,331,54,101,81,1531,44922,911,25235,30,11069,121,82,6847,24776,11430,2040,727,838,2181,521,9,27,1560,227,661,112,6174,6,34041,3455,66,720,191,767,282,789,2148,2116,5327,0,658,17248,23703,3,2204,887,5371,343,781,89,125,525,84,153,1472,165,775,329,384,412,889,5663,67,32,20,111,779,185,94,51,439,300,6290,166,65,4840,123,469,130563,2022,7672,146,586,645,16,2160,656,108,1075,314,4736,183,173,161,815,2747,524,10007,175,126,143,144,1003,12236,136,13,582,521,22007,572,195,107,76,61,262,181
"송탄",1450,23,109,185,841,396,774,282,4854,5083,1372,257,418,819,113,76,997,417,21563,5358,25,8858,126,7349,13,114489,4804,232,2281,462,17,69310,733,4532,12,12,4816,2716,1142,1080,403,1910,205,16,164552,1054,180,789,6,61,1057,43312,248,550,529,15,463,23,0,502,20344,6374,22967,9926,490,344,109,5,184,66,4869,3462,486,2202,0,3690,20464,581,9,372,199,0,1938,141,67648,209,34162,4833,661,205,2167,1549,64,811,454,375,2164,15,656,462,38681,661,2199,5712,3464,2022,308,752,209,7411,12081,888,283,31849,839,45,653,41,135,28761,1814,288,316,220,1755,579,1306,274,329,679,550,7510,12039,3832,2999,21450,677,233420,1039,113,37294,25704,359763,1153,691,2562,1602,2778,12693,54423,325,97,2401,753,874,758,564,942,80,31414,235,1328,90124,33,2299,132,72,36291,9649,63379,2239,1860,518,1564,4576,8,113,1046,654,761,42,1979,5,57706,20522,72,290,214,2715,112,7824,4704,1750,4115,0,554,11559,56790,14,1563,8759,7710,1050,164,1130,99,737,88,144,14651,235,20767,3311,269,625,517,20512,409,392,39,326,402,211,178,464,640,987,19248,337,121,108175,285,307,107414,13133,44232,353,2874,586,63,1327,497,138,1438,215,8059,1262,1795,516,2593,3515,1778,3127,156,326,445,771,659,4113,168,33,668,810,13688,546,1227,170,968,466,218,141
"수성",1,55586,0,6676,1662,4,11036,3310,76685,43797,2466,2,0,1,0,0,15762,0,27,13,2507,71695,0,41,10803,28285,2614,913,255,14,232,11355,32,22033,0,20,232,97177,915,848,170495,2636,16,35299,1909,55448,0,8905,0,9386,2,4581,4,26502,1794,7042,0,6206,0,0,1612,360477,33659,49,3,4653,0,0,0,2,7,4492,6,233970,0,123601,7592,0,0,112,793,2,1606,49,2840,1250,17674,1,0,0,24,23,6873,1342,0,586,6783,0,33640,128797,3382,2,906,2185,98833,2,453,0,4000,230588,9421,3,8952,12424,19595,397,0,1523,0,1743,1,0,0,43529,82,25161,11485,874,0,0,3,62,254329,5650,5,2668,1,27879,1,16768,8280,2450,70432,5539,2411,112,0,54,12067,4028,6631,0,6466,0,3,51,9,1384,216,2511,4303,193,14486,0,0,0,974,9421,2356,8920,3364,17586,7222,8357,36,5843,0,0,1793,3,25155,47795,3696,17521,6146,40,0,0,2115,531,68,87586,4804,26099,0,1413,12826,4622,16367,9450,706,1934,18,0,1,218,3,0,525,747,6496,161,67,3407,0,0,1883,0,1,0,0,1,841,0,1,0,0,3658,2,0,21014,213011,1335,4446,8192,7804,29916,725,2037,0,34,8568,13501,64032,0,6,29,84,3296,1,7494,86261,75360,5542,0,0,1,0,104,370,1,2160,7,135,5148,2361,4,3403,343,1449,2028
"수원신갈",2145,42,371,48998,25254,1638,1693,396,4755,13253,6590,946,1791,1398,435,345,7578,1621,84433,6480,5465,35665,352,12299,179,663061,187650,649,5396,1869,292414,209017,2888,14850,15,430,15714,6593,2591,2865,568,3613,447,1191,108905,3551,762,36557,24,2497,718,81823,1014,1984,2116,56,1999,1964,0,1942,25742,22358,84167,11401,1546,72287,438,10,603,245,3705,163622,915,6959,0,2205,80407,1075,14,11170,9187,1,225585,4039,35090,10574,67800,9894,1406,501,9562,2866,7396,36171,889,552,4726,15,2166,1371,9942,2696,5206,104872,10929,3892,9124,2742,4989,28119,74332,2566,2946,669292,1185,1346,1796,8531,999,23830,6311,1249,1512,612,7096,664,8684,12277,1198,999,1317,25720,32459,13158,3998,28645,5025,900180,4104,8936,205295,68214,6633945,2461,18952,10347,7587,4458,15092,40067,820,380,4630,1479,995,1666,2276,2425,2600,27520,138079,5004,2015,111,8835,479,5817,95331,97916,490711,6279,1832,206560,99970,17870,2833,350,2376,2557,1597,1897,2581,496,536958,37399,1250,1276,845,7226,415,31240,3745,217772,12501,0,19132,55476,42861,297,118575,35192,31760,4106,484,4436,620,1526,120,5440,59241,12433,60993,13432,21399,2403,910,24704,1664,1902,143,2006,534,8019,671,1863,828,3616,21807,1181,435,516163,911,507,38786,23585,142798,887,7595,2034,202,2072,7249,30562,4300,1393,16408,4502,7077,849,13166,11372,2721,10924,11554,1528,636,3166,1134,6440,991,255,19434,1687,20678,10271,3146,614,1708,1088,10586,6482
"순창",269,0,688,2,12,6046,0,18,0,0,26,1543,246,5187,182,35,50,71,496,88,8,232,369,145,0,489,22,2,167,110,0,94,87,29,0,0,37,13,451,98,0,19,239,0,11,0,105485,20,12595,0,34,198,459,0,86,0,949,0,0,21774,85,3,154,197,416,4,23,1,112,339398,760,19,299,0,0,398,34,331,1,4,1,1,9,1,166,2,49,617,90,36,324,82,25,15,208,0,9,1,0,0,69,534,7,12,0,675,4,25223,1,1,78,4379,126,88,1,0,162,2,132,86,678,1947,745,0,58,0,130,2,912,158,324,92,2,130,2289,55,104,898,384,0,89,67,1271,0,36,134,1820,63,77,112,0,45,67,1086,1324,491,18,2,0,34,47,0,194,2301,900,83,0,38,36,102,86,0,4,28,50,12,112,1596,3,248,0,2,0,196,34,0,37,297,9,0,6,1,10,0,0,13,239,21,0,40,87,43,2915,1342,36,0,222,51,1,315,59,31,1664,1,187,1651,56,751,7915,222,9,90,2,331,28,17,684,15,147,1846,188,0,1,61,132,28,1,84,6,11,35,16,14,0,59,164,11,165,0,1441,101,0,1,0,58,181,4248,139,117,0,935,13,293,212,11,14,28166,0,0,1,7
"순천",10261,3,229,37,322,2464,2,598,4,7,1262,414,7852,10717,65227,23224,1544,35595,948,2482,131,787,12246,3808,0,18167,900,7,910,5122,1,4504,3809,347,2,2,1868,41,1667,1806,0,116,440,2,353,3,315,425,131,2,1715,9768,5163,0,4917,0,2675,1,0,37425,4803,2,3291,4590,2450,210,3912,24,149158,1304816,22709,813,10471,1,0,12959,1672,18049,14,76,40,4,535,45,5601,40,1827,398,119,88,1389,1303,221,307,7403,0,327,0,0,0,3171,4085,74,492,1,5109,88,72862,1,3,2799,147445,398,4259,0,12,6570,58,4043,3147,42449,70279,1288,1,2159,0,402,54,845,3064,14650,4589,6,4151,104865,3166,220,28522,38512,1,5035,2889,59427,0,658,6009,19990,1430,2684,6959,2,34223,444,5288,610,1226,89,31,16,5386,2058,0,8088,836,325,137653,1,1077,1372,4928,2580,1,145,776,2539,148,1892,11655,22,2581,2,1,0,9089,1016,17,117542,56601,158,0,317,8,469,7,0,210,11687,917,2,1233,3360,1358,22702,9746,156,0,9393,4707,48,15668,367,1618,18598,11,352533,7076,1811,773,72,5635,14398,5037,35,10568,102,102856,52342,872,2599,32262,8760,0,0,2396,3011,1106,0,823,11,2683,785,475,434,4,3807,5,753,4119,1,50903,1668,2,12,0,65785,6740,1122,466,9060,0,401,220,2145,5593,281,62,70911,5,52,66,93
