"","가락","가산","가조","강릉","거창","건천","경산","경기광주","경주","계룡","고령","곡성","곤양","곤지암","광양","광주","구미","군북","군위","군자","군포","금강","금산","금산사","기흥","김제","김천","남구미","남대전","남안동","남양산","남원","남원주","남장수","남지","논산","다부","단성","달성","담양","당진","대전","덕평","동광양","동광주","동군포","동김해","동대구","동서울","동수원","동창원","둔내","마산","마성","매송","면온","목천","목포","무안","문막","문산","물금","발안","백양사","부곡","부산","북대구","북대전","북부산","북수원","북창원","비봉","사천","산인","산청","삼례","새말","생초","서김해","서대구","서대전","서부산","서서울","서순천","서안동","서안산","서울","서울산","서전주","서진주","서천","서청주","서평택","석곡","성산","속사","주암","송악","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","영동","영산","영천","예천","오산","오창","옥곡","옥과","옥천","왜관","용인","울산","원주","유성","음성","의성","이천","익산","일죽","장성","장수","장유","장지","장평","전주","정읍","증평","지리산","지수","진교","진례","진부","진성","진월","진주","진천","창녕","창평","천안","남청주","청주","추부","추풍령","축동","춘천","칠곡","칠서","칠원","태인","통도사","판암","하동","함안","함양","해인사","현남","현풍","화원옥포","황간","횡계"
"남장수",91,0,374,8,2596,0,0,12,0,9,752,10,20,44,12,2,1,126,0,141,23,0,126,0,41,0,0,0,188,0,0,192803,10,953,11,3,0,727,18,7014,0,210,1,6,60725,4,204,0,547,18,186,0,0,5,4,0,30,0,0,11,109,0,0,0,8,0,0,42,2096,73,69,1,1307,1163,1180,0,2,475,246,0,89,1590,89,52,0,13,714,0,0,1272,0,53,0,9,653,1,53,0,107,9568,103,13,1,67,27,66,108,0,4,6,1,86,0,0,108,13,11,54,21,0,9,0,1,147,21,0,34,1,49,0,56,94,26,0,1,0,61,54247,29,36,62,1,136,5,546,19,47,362,67,83,32,63,0,11,3,0,50,31,0,0,77,20,172,13798,563,9,16,9635,2,1
"남지",3663,0,226,1,1219,0,0,9,0,14,226,32,470,28,990,0,0,5238,0,160,22,0,114,0,22,0,0,0,58,0,0,386,0,20,76,34,0,356,14,35,0,116,2,28,1277,6,10781,0,321,8,14220,0,0,1,12,0,51,0,0,0,7712,0,2,0,5,0,0,27,51150,49,41504,3,3755,0,225,0,1,224,9866,0,94,57803,68,117,0,246,409,0,0,2142,0,62,0,27,608,0,79,0,82,27,1059,54,0,57,25,74,111,0,3,1,0,6421,0,0,111,32,334,40,5,0,9,0,0,183,14,0,10,37,23,0,356,7347,2057,0,2,1,14,72,1088,1156,5695,0,3514,143,9239,6,69710,26,104,49,23,36,0,237,1,0,13580,411754,0,0,50,1123,9978,273,542,1,23559,123365,0,0
"논산",181,29,69,3736,393,449,3384,2834,5992,25378,125,0,59,6774,19,278590,10349,802,29,13151,1224,368,7035,9908,3861,13866,11069,1434,31157,181,339,35,2595,4,49,2582,25,776,6,2,3,83553,959,5,8,581,506,5510,60921,1835,398,129,0,475,472,100,3163,1,0,1350,346,151,20,13082,510,3086,10539,54523,3278,5260,212,76,2551,3614,301,47325,459,188,513,15365,214319,3562,9335,4,83,2095,68116,929,36765,2066,0,19862,9,1,104,117,0,1,11023,4,34,2,215,35975,2185,7198,64345,1078,783,2298,11561,93,6306,8,10448,3980,29,2,23575,3955,1268,7288,1827,270640,7429,81,5642,209276,8199,21463,579,215,64,262,207302,70804,22622,105,67,130,575,383,470,16,1244,9908,33,0,7524,35728,6672,6283,1536,14,1730,1525,211,7,33634,737,40856,51,503,567,105,1828,7,243,2062,260
"다부",0,5878,0,1904,1,712,11222,78,6457,7,0,0,0,301,0,2,278,0,21424,440,84,1,6,0,41,1,293,313,7,55549,481,0,3973,0,0,35,1794,0,0,0,1,221,69,0,0,27,0,32665,2677,131,0,174,0,24,15,143,52,0,0,868,0,243,5,0,32,3381,72845,39,0,238,0,4,0,0,0,9,275,0,0,352965,53,0,340,0,21215,98,1207,1973,8,0,0,57,0,0,0,104,0,0,221,0,0,0,833,37,65,84,20,717,136,498,44,0,5256,3762,97,15,0,0,46,706,212,3770,368,76,29,33512,484,33,23,0,0,1,0,108,29,9,21,0,0,0,0,235,0,0,0,19,0,0,112,69,51,8,39,0,3960,102948,0,0,2,459,57,0,0,1,0,1189,0,0,45,276
"단성",1211,0,2367,130,14640,0,0,388,2,375,802,44,3673,981,4457,6,12,2627,0,4002,426,8,3197,0,1215,4,12,0,3445,0,0,11684,140,596,318,778,0,982,22,695,1,6246,233,261,3813,171,4132,2,11859,529,3771,16,0,115,116,3,2150,0,0,61,10367,0,9,1,184,1,4,1286,28441,1686,2470,42,72937,34670,34210,17,19,26239,4020,8,2563,23937,2435,379,0,860,19054,0,12,54112,0,1355,6,46,541,16,338,0,3197,953,4124,213,5,1332,548,2173,2325,0,142,146,35,871,1,0,3102,290,1695,50,438,0,259,1,60,5210,740,0,469,149,1191,1,14422,1987,569,6,27,4,1006,4404,1585,7353,1077,26,11987,863,43040,825,612,79,2570,2581,1330,1599,4,1728,80,1,730,4,6,0,1939,3935,5879,23174,1579,77,140,12147,31,11
"달성",2,0,325,0,1441,0,0,1,0,2,1723,1,0,2,10,0,0,2,0,15,0,0,16,0,1,0,0,0,11,0,0,679,0,75,9,11,0,65,769,82,0,14,0,2,1211,0,6,0,17,2,3,0,0,0,0,0,5,0,0,0,12,0,0,0,1,0,0,4,54,1,4,0,17,1,66,0,0,41,7,0,14,65,6,6,0,9,25,0,1,31,0,2,0,2,2190,0,2,0,6,87,29,0,0,12,3,15,3,0,3,0,0,35,0,0,18,3,8,4,1,0,0,0,0,26,1,0,2,6,2,0,255,5,2,0,1,0,0,206,0,10,1,0,2,2,15,5,14,9,14,5,1,23,0,4,0,0,13,101,1,0,7,9,4,225,1308,0,55,1547723,0,0
"담양",94,0,565,2,4412,0,0,4,0,2,1418,3749,116,3,1369,1,4,180,0,17,1,2,127,0,1,0,1,0,44,0,0,58086,0,7155,29,2,0,675,49,1281,0,42,1,1774,706631,1,359,0,87,2,350,0,0,0,2,0,4,0,0,1,137,0,0,0,0,0,0,13,5195,4,130,0,1335,1895,481,0,0,383,393,0,20,2201,11,7035,0,5,90,0,0,845,0,11,0,1846,1513,0,2748,0,14,23584,13793,1233,0,23,3,8,27,0,1,2,1,156,0,0,13,6,710,2039,17,0,2,0,1,37,4,0,1,0,7,0,52,203,35,0,0,0,14,5719,55,127,115,0,263,411,724,6,124,4030,8,13,7,55,0,36,4,0,86,16,0,0,34,636,243,2683,967,3,80,25363,0,1
"당진",1,1,0,2158,0,1,7,84,16,1,0,0,0,478,2,0,15,1,2,221385,26024,0,3,0,1151,0,22,5,1,62,2,1,1314,0,0,3,0,0,0,0,2816,47,1124,1,0,1,4,12,320,18866,2,160,0,1965,64681,106,27,7692,1795,775,0,1,83566,0,8173,13,17,19,0,8852,1,76681,1,7,0,0,413,0,1,32,7,9,544612,0,98,29674,16783,0,0,1,8543,5,131271,0,0,60,0,29718,6628,0,0,0,413,32,19282,274,2,1,1432,1185,1,0,8,17,329,3,0,0,4,1,5739,15,1149,17,105,12,1901,1,145,0,1,2,0,144,2,0,26,0,0,0,0,229,1,0,1,47,0,0,60,14,64,1,2,0,594,3,0,0,0,2,5,1,0,0,0,1069,0,0,2,163
"대전",1205,164,544,22475,2890,2462,18180,13627,45431,81982,330,8,575,30447,2499,59053,99835,1188,189,112981,15749,43394,191267,1990,30763,3581,120919,12765,65139,918,4129,3304,13668,150,99,103750,189,5682,4,60,50,6845,3950,347,243,8261,2412,40087,291002,16114,1991,1413,0,6184,3633,844,188571,4,1,4940,1761,3718,273,2364,4032,47862,88231,143248,13037,45666,1202,1013,28553,35489,2341,13538,2107,1771,3344,133913,385786,22312,63592,381,533,18278,565353,6846,11446,15167,0,292346,104,7,136,534,33,49,94219,221,4420,89,893,235442,18804,104958,151546,6846,7629,9990,173954,167,38902,34,104632,60803,1692,11,1063109,22633,10701,48341,9753,347792,35163,365,22950,82407,41872,3497,21643,1855,1464,1063,84212,21489,184131,3556,374,2561,1742,2018,2374,1048,21124,66339,56,10,356734,522039,130757,262970,25228,298,8131,11252,600,23,7530,5241,128848,2669,2818,5532,726,10765,12,308,66481,1447
"덕평",32,156,10,10011,33,47,637,7692,2400,889,4,0,23,13127,140,3775,1799,15,175,93256,17892,31,215,72,13973,107,1490,319,126,294,131,46,10891,2,2,1287,57,113,0,0,1036,4656,826,2,6,12039,294,744,167595,75416,34,2589,0,7354,4503,1963,424,318,40,9123,29,109,3070,126,10213,1367,1761,2781,450,76495,43,3823,291,903,34,325,3349,94,148,3250,966,1102,63317,4,1408,19714,225136,137,358,271,105,10441,1886,0,0,597,0,1010,57905,3,94,0,3558,4863,16788,4025,213,264,30796,28440,291,2,579,240,14411,6071,25,0,835,635,49565,946,7045,2511,10910,165,57778,2327,17971,218,227,32,39,1371,2048,765,5188,36,2,81,17,2346,30,30,243,3990,1,0,6916,2800,263,279,143,4,2283,573,14,0,336,128,421,28,57,81,11,6555,0,3,131,2043
"동광양",358,0,32,23,430,0,0,49,0,18,18,10987,1240,113,42829,0,1,715,0,355,47,1,199,0,100,0,1,0,282,0,0,45,21,7,63,20,0,537,0,1669,0,661,10,947,168657,19,637,0,1343,37,590,3,0,6,11,12,134,0,0,5,352,0,0,0,42,0,0,211,9875,151,303,3,8109,3961,230,1,2,148,865,0,279,10926,193,109884,0,88,1592,0,0,2764,0,107,0,3792,8,0,28868,0,326,59,281636,9708,1,188,45,211,170,0,15,21,2,215,0,0,212,53,4751,10379,41,0,34,0,17,419,51,0,33,1,71,0,86,329,166,4,0,0,186,10,133,4743,343,2,947,7050,6953,61,152,4499,256,222,127,115,1,1469,3,0,451,0,0,0,149,12662,631,155,51,9,150,4641,1,3
"동광주",6182,0,5251,19,44444,0,2,2,1,5,12809,736127,5959,12,151285,17,19,7582,0,30,4,1,725,0,26,0,19,4,144,0,0,335611,8,62050,1164,3,0,3931,661,764961,0,135,2,200860,10439,0,13950,1,169,9,14131,1,0,1,3,0,6,0,0,4,6779,0,0,2,1,2,1,22,204372,13,5360,0,79479,118997,3148,1,0,2256,17371,2,76,139112,25,717777,0,2,206,0,3,18672,0,25,0,240781,14645,0,203703,0,31,317099,1453393,94048,0,27,6,22,74,1,3,8,11,4136,0,0,31,4,64949,971265,36,0,1,0,4,71,19,0,7,3,17,0,396,10596,2863,0,2,3,21,42824,2136,5472,5950,4,10182,65054,46203,8,2966,228654,18,36,9,159,3,3985,24,1,4907,354,0,0,93,41591,11715,19720,9842,11,785,288903,5,0
"동군포",73,13,6,5949,230,68,1076,58,1218,968,9,0,8,702,95,5574,2898,49,42,17,6,14,494,17,21539,56,3338,278,85,136,245,82,3597,3,3,378,19,130,2,0,1,7621,10006,7,1,24,226,2103,250,171750,252,581,0,10051,0,525,3696,0,0,3071,53,2185,1,45,35730,3024,3271,2895,2163,26180,41,1,641,3549,103,173,1520,63,271,15752,1446,4315,18,6,936,9,24738,809,384,1182,0,919,6,0,2,303,0,0,64096,4,117,0,813,8539,11,20310,193,354,30308,6472,932,4,1554,200,25204,2475,44,0,1591,436,42631,3944,2461,2564,4828,64,9309,3053,5504,153,255,56,11,353,1668,299,1890,68,4,56,204,1292,56,25,369,1356,4,0,35119,6667,8348,303,194,2,323,582,23,2,54,229,578,28,823,345,21,3102,0,9,199,488
