"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","통도사","양산","서울산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","무주","판암","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"주암",61,5,2,10,6,7,9,10,21,8,25,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1271,1205,1254,9254,1999,607,2376,2015,18927,178781,279982,29680,37959,12369,18822,5569,688,1166,0,302,11529,4768,1231,1368,799,64,23,27,92,118,283,4210,85,33,13,129,0,0,0,14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,202071,9451,16365,27531,8858,828,15983,0,1,0,0,0,0,0,21,25,16,39,39,14,7,101,4,7,12,0,10,3,11,13,5,25,20,52,113,378,2832,0,0,0,1,0,0,0,0,0,1,0,0,0,103,448,293,151,603,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,15,1,3,3,4,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,3,0,0,0,0,591,13966,822,817,0,7,19,8,26,2568,0,0,0
"승주",94,17,4,7,8,20,9,10,26,7,46,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,578,98,304,2652,525,146,506,401,4108,67031,81552,9463,11276,3754,1499,2961,334,740,0,131,3296,2010,402,558,318,15,21,27,32,33,81,1912,17,16,6,101,0,0,0,15,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83391,4474,5954,5581,4311,15845,218,0,0,0,0,0,0,0,12,48,22,38,38,13,7,123,6,9,13,2,5,8,13,24,4,22,23,27,59,183,1072,3,3,1,0,0,0,0,0,0,0,0,0,1,77,67,93,36,92,0,2,0,1,2,0,8,5,1,2,0,0,0,0,0,0,0,11,2,1,1,19,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,227,2863,252,180,2,14,37,25,19,1674,0,0,0
"내장산",5042,730,290,628,441,647,160,156,768,249,715,225,9,77,24,16,104,106,24,16,95,62,40,25,3,1,22,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,184,34,52,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,23,4,5,1,27,1480,1776,2795,18581,17755,15484,4894,4275,5525,11181,10125,116267,0,0,0,0,0,0,0,130,535,115,239,42,547,427,0,311,353,50,1,0,2,1746,74,201,231,84,130,162,373,541,118,82,146,0,0,0,0,124,111,130,7,14,4,0,3,0,0,0,1,11,0,0,0,0,0,0,126,41,49,12,21,121,82,24,37,17,8,4,8,5,3,11,358,26,65,44,660,104,61,58,17,8,0,0,0,2,1,0,0,0,2,4,1,51,4,10,0,1,2,36,46,7,0,9,23,0,0,0,0,487,1467,3585,2067,711,0,0,0,0
"남천안",472262,79445,49970,114353,74858,56253,11816,73303,18561,52495,88954,8837,415,2900,1071,1049,7313,12493,8866,4371,22575,7244,4304,3284,1983,620,13149,3348,1373,1758,5539,232,96,382,5562,776,308,666,488,2060,17,232,371,140,211,206,291,231,139,0,91,4469,1895,364,453,66,628,20,62,90,195,7,6,6,367,87,391,9,8,9,118237,169,32,88,3,30941,7385,10954,4836,843,483,900,219,1,2,2,0,3,1,1,3,15,12,8089,575,834,368,3623,1389,29421,4864,41787,5233,1353,1076,4061,10255,2577,3016,65651,5,5,0,0,0,4,3,756,3866,44265,13368,9297,30196,19571,417,2857,9273,2747,389,869,579,444,94,440,50,248,25,20,54,57,13,4305,4767,714,359,829,1475,36468,37289,42936,223,756,45,9,34,6,3,10,64,91,0,0,9,25,208,0,15974,3320,6706,1108,549,810,605,355,326,103,69,98,80,64,31,95,52421,4526,10453,4028,95182,17688,6186,488,356,1425,31,36,44,56,55,42,3,15,34,58,27,454,18,106,6,14,9,424,416,121,23,50,166,409,5887,385,881,2014,28416,18913,8508,5709,19,0,768,838
"정안",404472,55260,22421,50080,33031,51969,7367,856,194,131,159,51,2,21,7,4,31,49,12,7,88,45,24,8,5,2,25,3,2,7,26,1,0,0,16,1,0,1,1,12,0,1,0,0,0,0,0,1,0,0,0,19,9,1,1,0,3,0,0,0,1,0,0,0,0,0,0,2,2,1,59364,15,3,8,0,13685,3056,4015,2464,311,130,99,22,0,0,0,0,0,0,0,0,0,0,36,1,1,1,22,205,6509,1079,9243,1154,299,238,902,2267,572,670,14638,0,0,0,0,0,0,0,164,48649,480,5366,3456,5428,4278,2,15,26,19,2,5,0,297,38,143,20,92,6,4,12,11,2,19,17,1,1,2,9,10043,9164,10825,2,5,22,3,14,1,0,1,3,2,0,0,0,0,0,0,10209,3467,3652,732,194,346,233,99,105,37,26,30,34,24,7,30,27197,2090,5769,3290,48769,8225,4672,244,146,12,0,0,0,0,1,1,0,1,4,28,12,205,11,49,2,3,3,221,204,44,12,20,66,1,12,1,1,31,103,189,81,32,0,0,2,1
"남공주",38012,5192,2107,4706,3104,4883,692,84,37,26,55,19,0,8,2,1,11,15,3,3,29,18,8,3,1,0,6,0,0,1,5,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,1,0,0,0,1286,287,377,231,29,12,9,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,228,7467,1228,10603,1324,343,273,1036,2602,656,769,16796,0,0,0,0,0,0,0,189,4571,6095,310,7915,8082,4022,0,15,20,11,1,1,0,38,3,15,5,9,2,3,13,12,3,10,8,0,0,1,3,943,861,1017,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,959,325,343,68,18,34,22,9,9,3,2,2,3,2,0,2,2555,196,542,309,4582,773,439,23,13,3,0,0,0,0,0,0,0,0,0,2,1,20,1,4,0,0,0,21,19,4,1,1,6,0,5,0,0,28,35,127,67,30,0,0,0,0
"탄천",42088,5750,2333,5211,3437,5407,766,89,26,17,29,9,0,3,1,0,5,8,1,1,16,9,3,1,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6177,1,0,0,0,1424,318,417,256,32,13,10,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,89,2936,483,4169,521,135,107,407,1023,258,302,6604,0,0,0,0,0,0,0,74,5062,3426,8320,152,12041,3419,0,6,8,4,0,0,0,34,4,14,2,9,1,1,5,5,1,5,4,0,0,0,1,1045,953,1126,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1062,360,380,76,20,36,24,10,11,3,2,3,3,2,0,3,2830,217,600,342,5074,855,486,25,15,1,0,0,0,0,0,0,0,0,0,3,1,21,1,5,0,0,0,22,21,4,1,2,6,0,2,0,0,11,19,54,27,11,0,0,0,0
"서논산",138047,18860,7651,17092,11273,17737,2516,307,149,103,227,79,2,34,12,7,46,63,18,13,121,75,35,16,7,4,30,2,2,7,22,3,0,2,28,3,0,4,3,23,0,1,1,0,0,0,1,1,0,0,0,30,12,2,3,1,5,1,1,1,1,0,0,0,2,0,3,0,1,0,20261,5,1,2,0,4670,1043,1370,841,106,44,33,7,0,0,0,0,0,0,0,0,0,0,44,3,3,3,31,956,31158,5129,44245,5528,1435,1142,4324,10856,2740,3210,70084,0,0,0,0,0,0,0,790,16602,6934,11442,14364,537,5557,3,63,90,45,5,8,3,145,16,56,24,36,13,15,55,53,13,47,38,2,1,8,16,3427,3127,3694,2,7,7,1,4,0,0,0,4,4,0,0,0,0,0,0,3484,1183,1246,249,66,128,85,36,39,13,9,10,11,8,2,10,9281,713,1968,1123,16645,2807,1594,88,52,18,0,0,0,0,1,0,0,0,1,10,4,75,3,17,0,1,1,80,72,15,4,6,24,2,25,3,2,121,145,527,281,128,1,0,1,0
"연무",100210,13691,5554,12407,8183,12875,1825,217,79,55,106,36,0,15,5,2,21,29,8,6,57,34,16,6,3,1,13,0,0,3,11,1,0,1,12,1,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,13,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14707,3,0,2,0,3390,757,994,610,77,32,24,5,0,0,0,0,0,0,0,0,0,0,21,1,1,1,14,394,12840,2114,18234,2278,591,470,1782,4474,1129,1323,28882,0,0,0,0,0,0,0,325,12052,4937,4893,3420,7941,392,1,26,38,19,2,4,1,90,10,38,11,24,6,6,22,22,5,20,16,0,0,3,6,2488,2270,2681,1,3,5,0,3,0,0,0,1,1,0,0,0,0,0,0,2529,859,904,181,48,89,59,25,27,9,6,7,8,6,1,7,6738,518,1429,815,12082,2037,1157,62,37,8,0,0,0,0,0,0,0,0,1,7,3,52,2,12,0,0,0,56,51,10,3,5,17,0,11,1,0,50,67,226,118,53,0,0,0,0
"지곡",10347,1943,656,1560,910,1578,1090,510,1064,763,2865,156,6,7,5,0,4,7,0,0,2,1,0,0,0,0,1,0,0,0,2,1237,246,1166,11873,1114,327,2030,1390,10012,74,896,1385,98,501,625,1458,912,506,0,340,11703,9100,1795,1992,680,12357,668,388,417,6614,833,840,786,3063,365,1268,0,0,0,3025,3,0,1,0,491,97,163,125,30,22,28,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,242,58,5,24,4,1,0,5,1,0,0,1,4953,37,12,15,0,25,19,0,191,12,5,4,22,6,219,1942,1139,1497,1940,9663,15768,7930,316,751,653,277,345,327,419,752,227,1692,878,2743,3930,5802,17561,470,211,138,0,0,7,0,2,0,0,1,0,0,2,21,225,57,246,1,387,50,185,61,74,236,139,53,27,9,29,1,10,8,4,3,1338,93,237,170,2491,573,249,74,80,2,0,0,0,0,1,0,0,0,1,13,10,108,1,4,0,0,0,51,32,14,0,6,11,1092,9090,1062,535,167,473,2395,1358,1336,4256,0,0,0
"남대전",13381,3378,1252,3421,3200,9346,6461,4391,20442,45081,44682,7064,1490,3403,1689,767,2473,2289,581,536,3506,2371,980,689,242,72,888,107,140,206,695,441,519,731,6821,853,322,774,1076,3599,219,2038,2021,361,735,721,980,1229,339,0,218,14728,3625,1073,721,190,3377,106,186,447,1838,191,66,63,2130,206,1390,0,0,0,4573,20,5,14,0,990,271,637,600,197,147,213,35,0,0,0,0,0,0,0,0,0,1,1264,129,137,88,1318,34260,16907,3088,20610,3579,951,660,2336,5535,682,894,11057,110,5,2,3,6,25,49,492,2107,30,25,66,408,555,1864,1035,15840,127172,18488,18235,3956,10509,587,1150,1626,484,1371,2010,5975,9212,3480,272968,334842,1470,1462,2935,4999,906,745,423,94,255,15,2,13,1,1,17,76,123,1,7,20,37,197,0,752,193,373,199,234,761,296,239,201,81,42,81,35,26,16,48,1640,217,184,256,4108,704,527,326,233,440,15,13,9,41,37,29,2,13,11,54,25,362,15,34,1,5,4,317,239,105,22,30,111,557,5823,495,640,48059,32781,158022,221942,95602,128,0,69,30
"판암",38089,8930,3657,9020,8643,30161,24306,16271,99010,161309,46414,49413,19378,41577,19081,5624,21271,14984,3456,2756,18848,11858,5370,2392,1270,513,5385,1150,1165,881,3884,289,425,456,5267,548,277,720,634,3294,130,1420,1427,216,665,334,830,650,187,0,153,8263,2373,533,459,142,2078,46,106,217,1223,106,42,40,998,173,952,2,1,1,11741,56,4,8,1,2488,818,991,912,415,471,560,119,0,1,0,0,0,0,0,0,1,2,5049,654,686,523,5918,41108,21763,3873,25371,4756,1028,733,2643,7328,796,1037,14725,78,6,4,2,3,9,35,486,5894,63,37,101,381,602,1019,20586,2767,34515,4604,7806,1784,28708,1732,4090,5195,1335,5352,9189,23914,40264,14847,75538,131453,986,770,1557,3040,2275,2062,1389,471,1617,64,22,54,10,13,71,500,772,1,1,18,28,110,0,2315,665,1306,711,443,2146,1102,555,661,222,139,169,207,123,93,206,4937,497,961,755,10726,2015,1353,954,882,2120,55,41,31,96,174,91,5,35,21,188,64,1099,73,134,12,26,9,867,957,276,72,102,341,448,4608,509,463,53183,107983,184068,323009,139050,86,0,445,432
"무주",58056,9626,4196,8139,6010,10814,8005,3454,14167,10741,90886,1570,97,165,55,63,254,724,201,55,397,307,180,38,34,19,132,4,12,18,84,593,103,466,4745,484,139,859,669,5014,151,1762,2337,172,1173,884,3558,760,365,0,205,10890,3494,1075,795,321,3384,338,196,313,2048,426,646,105,1390,138,665,1,0,0,13521,28,1,11,1,2386,600,814,305,144,118,221,37,0,0,0,0,0,0,0,0,0,1,174,17,15,16,257,4851,7543,525,3111,628,130,116,421,1439,65,62,659,4396,35,15,4,6,37,44,53,1329,38,27,22,141,164,1594,120132,35158,760,12293,41951,3421,39564,1734,3356,2768,1021,1248,1459,3536,7320,1672,43969,20347,1958,1500,2656,4887,2306,1228,724,30,30,34,2,9,3,4,13,27,26,2,7,53,26,77,0,2695,541,484,423,403,1352,611,261,222,90,118,120,267,58,20,74,6513,408,1152,935,12301,1651,1448,501,249,79,1,2,4,3,7,4,0,4,3,59,22,511,26,51,7,8,7,394,306,56,18,35,96,461,5194,479,375,3242,14809,55159,36730,64420,2652,0,8,1
"덕유산",9250,1542,680,1753,1192,1645,1029,498,3544,1858,13860,313,11,24,44,6,30,79,19,11,40,43,16,5,4,1,17,0,1,2,4,939,152,847,10777,882,269,1782,1419,13298,151,1957,3735,173,2266,1176,1200,535,206,0,108,8360,4067,946,1105,494,3461,550,234,342,2647,748,1540,126,1684,191,713,0,0,0,2520,0,0,0,0,533,101,146,156,22,21,22,2,0,0,0,0,0,0,0,0,0,0,21,0,3,8,22,544,483,49,207,36,13,4,21,111,12,3,76,11782,110,29,5,7,25,34,3,216,4,5,3,17,20,1963,16970,4505,12800,139,48349,5265,6449,327,715,605,165,343,263,743,1057,227,12002,5891,1918,1966,3215,9434,482,244,149,8,5,5,0,4,0,1,4,6,2,3,14,146,57,127,0,391,40,77,57,51,263,136,74,56,28,10,8,21,10,10,16,1427,92,163,272,2519,411,380,59,40,9,0,1,1,0,6,3,0,0,0,18,3,100,3,15,0,1,1,86,38,10,3,6,8,879,14841,1312,696,365,1851,5995,4409,8244,7066,0,0,0
"장수",30710,4856,2040,4732,2689,4154,2955,1954,7646,6802,19386,1520,47,137,119,78,100,205,40,20,66,30,33,14,9,5,30,3,4,10,35,3412,1385,4432,58776,11179,3458,8344,9202,76836,46,438,516,77,346,379,906,906,776,0,749,45822,19779,4849,5431,1930,14040,9717,4270,2641,875,149,179,94,929,1894,6564,0,0,1,6549,1,1,3,0,1226,291,320,173,36,32,17,8,0,0,0,0,0,0,0,0,0,0,30,2,0,5,23,463,154,13,88,9,1,1,8,11,1,2,9,1298,13,3,4,2,9,6,1,428,15,9,6,15,15,10715,16268,7352,40600,49259,689,42618,36979,1531,3604,3338,943,2289,2216,4644,7214,2266,13393,10422,37662,8039,12120,20688,1077,539,492,42,30,20,6,15,2,1,9,13,15,14,175,976,658,2624,0,1228,191,600,324,283,1803,803,330,520,106,66,41,120,75,19,320,3337,220,382,514,5874,955,839,513,437,12,0,0,0,2,1,1,0,1,1,133,30,534,115,28,2,5,6,448,458,93,35,28,124,3857,83943,5877,5968,883,3231,11444,6987,11647,57782,0,2,0
"서상",20981,2530,904,2161,1426,2435,1715,874,2057,1076,5289,239,9,10,4,4,10,6,2,0,3,5,1,0,0,2,0,0,0,0,0,481,97,397,3804,521,159,692,698,4193,13,223,485,20,121,55,218,254,165,0,36,3461,3812,785,734,321,36791,359,262,251,1327,217,276,134,1158,251,735,0,1,0,3170,5,0,1,0,573,189,213,115,30,30,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,486,81,8,37,7,0,3,7,3,0,1,5,1198,18,1,1,1,9,4,0,275,7,5,17,23,8,11704,3724,1815,2927,7175,42714,949,13881,516,1115,1014,262,456,503,624,1195,304,3949,1690,3959,1723,2638,7955,740,485,214,0,1,6,0,1,0,0,0,2,1,2,7,45,34,103,0,604,123,154,89,82,340,134,31,39,5,11,3,30,9,4,3,1606,146,467,237,3013,459,377,41,77,1,0,0,0,0,0,0,0,0,1,15,3,75,4,1,0,0,0,36,22,9,7,6,17,352,3210,347,237,406,1050,5082,2210,3204,3154,0,1,0
"동서울",6669,9794,2898,4490,2909,7619,836,247,95055,164285,281472,61272,2456,17992,11065,6239,52087,113424,32963,28763,359791,137984,66333,27575,14032,7795,73664,8685,13078,14953,112611,1583,1509,2198,21792,1493,673,2286,1723,6801,1637,12289,10085,1155,10573,3301,4871,6647,1610,0,757,50599,17358,3932,3313,627,14700,94,376,1160,7907,379,142,262,7164,1421,10080,232,175,211,1233,1031,208,763,69,549,541,365,636,728,656,1164,343,31,130,38,37,57,72,65,77,459,98,79258,7158,8178,7140,64674,45907,83134,15494,130223,19896,5942,4672,18260,50380,10242,12933,201768,190,11,8,13,21,92,171,2637,618,708,230,240,474,977,7199,8031,30242,37216,6116,35830,12643,3139,4035318,2653785,1171028,1538533,632036,256191,318180,571900,375188,25731,25961,5107,5837,12225,21642,376,708,278,58791,36172,613430,113559,356550,78432,31177,116256,183171,68431,0,8,47,66,327,0,8978,28543,54270,241857,198905,1002344,728886,319955,243259,118523,100570,141549,136706,77187,21362,89537,4543,516,395,1105,4254,1433,1905,4735,6887,24071,939,1207,3682,5146,18929,112694,7373,28566,150446,24163,18953,430906,84919,317927,21425,64008,29069,332653,209747,79670,23023,39215,142380,1431,10209,1670,1009,28450,207757,158086,58884,20233,119,0,10895,9109
"경기광주",374,903,466,620,299,779,62,13,3615,6402,9751,1918,106,554,324,198,1687,3388,1235,951,10079,4003,2102,809,391,202,1644,249,410,340,2951,56,23,67,682,72,45,126,80,287,39,425,361,40,165,123,131,171,41,0,19,1674,462,100,77,18,324,2,19,27,208,25,3,10,221,43,213,34,8,17,255,116,25,93,12,86,128,76,82,102,95,110,29,1,14,5,1,7,5,5,12,40,12,2003,174,233,192,1775,1913,3493,535,4480,834,226,169,719,1770,369,499,7428,9,1,0,0,0,2,7,102,66,84,19,23,38,66,207,321,1200,1064,222,930,418,3761432,133,83859,44670,69165,22958,10134,10734,19796,13637,809,822,135,152,253,604,46,87,23,1591,986,18817,3811,10289,2647,751,3042,3922,1753,0,0,0,3,18,0,772,271,974,5560,6605,38689,26442,8998,6544,3696,2272,2481,2374,2120,701,2467,590,93,68,237,856,271,274,692,564,870,30,52,99,124,409,2222,207,737,2996,1321,659,12133,2712,8204,705,1471,865,8084,7726,3011,708,938,3714,46,365,60,32,786,6093,5824,2097,1001,5,0,316,130
"곤지암",2809,13961,8135,8128,2104,4832,401,60,17953,35164,31757,8416,315,2620,1062,749,5962,16154,6066,4536,57655,17911,8918,4208,1835,819,7917,1898,3244,1442,13241,116,43,228,1870,171,119,251,452,723,94,1105,906,123,456,295,392,621,99,0,72,4449,1592,373,290,56,1141,8,27,73,558,36,14,13,697,103,600,105,57,130,3719,592,195,382,37,1170,1679,856,850,821,691,948,230,13,36,9,10,15,19,16,34,167,77,8954,808,945,773,6269,7110,12117,1857,13782,2639,646,410,1815,5585,1280,1456,23175,16,3,0,1,0,17,14,318,438,331,79,93,152,168,667,952,4039,2984,695,4360,1028,2823385,110204,1509,257705,119094,137365,55900,52381,84370,66333,2767,3106,812,516,1043,2086,523,795,138,8161,4947,111078,15783,45301,9882,6493,15272,19506,7953,0,2,6,4,46,0,10224,1732,7542,27416,22078,186637,111392,45289,37269,15030,10221,9374,8844,8241,2515,8468,7685,2034,1091,3907,10622,5197,2657,2602,1641,2834,96,146,369,452,1513,8098,574,2818,12147,5698,2409,57693,14648,32604,2495,5961,2893,30352,23665,9073,2439,3315,12630,143,1138,168,74,2594,18863,16412,7660,2616,13,0,1892,3870
"일죽",60780,29445,6372,1963,127,217,27,10,21008,34004,43037,9499,249,2125,1001,839,3916,1780,507,504,4932,2236,1001,489,308,117,999,307,325,280,2004,100,31,313,1669,190,95,187,160,624,64,823,892,134,389,264,362,471,137,0,65,4824,1409,317,321,73,947,8,20,63,534,46,18,20,399,100,1402,8,2,7,52613,59,18,49,5,3404,1897,411,82,84,60,111,35,2,2,0,0,0,1,1,0,11,6,1320,101,97,88,765,8287,19314,2334,17268,2947,771,436,2403,9371,1322,1868,27753,33,2,1,0,0,6,22,319,21,11,12,11,64,171,605,1457,5433,2567,641,3952,993,1126501,61467,224260,481,63497,70664,59240,72367,116127,76866,3685,6892,814,495,1091,2166,63,51,23,214,204,1888,282,892,316,109,344,537,168,0,0,5,2,27,0,40267,2965,16605,13592,17601,72402,32544,22430,21416,8233,5253,4219,4336,3486,1696,4537,46068,3936,4934,12657,66933,14520,8679,14674,12276,431,6,18,31,38,171,833,62,389,1265,6571,2504,26392,1659,2605,230,668,291,17325,14642,5728,1409,1726,6940,127,1243,165,152,4273,24769,22688,12099,3349,7,0,259,159
"서이천",14009,24307,10479,5731,1217,3364,277,95,6746,10158,12295,1992,165,628,337,434,950,1558,509,810,7439,2085,1016,520,172,106,877,176,352,199,1855,31,26,59,468,42,18,61,42,179,32,351,391,46,114,82,115,159,44,0,23,1385,922,160,89,17,288,3,10,22,239,10,6,4,153,33,139,61,51,118,17302,610,257,451,56,2789,2606,965,675,664,563,857,281,3,41,11,10,20,24,23,38,203,81,981,106,95,156,788,3182,5768,839,7100,1080,293,174,920,2997,542,873,10704,3,0,0,0,1,1,6,119,233,309,93,66,85,93,134,420,1398,905,147,1056,243,1462976,81601,91609,65035,465,30913,15330,11831,31179,19366,941,1129,170,124,366,736,276,391,92,540,370,9440,1382,4699,697,311,1077,1360,1046,0,0,2,1,14,0,29583,3987,12920,14522,7614,11057,10299,3715,2941,1280,816,708,814,553,239,635,23298,3592,3344,7868,28187,10434,5589,1393,698,404,17,18,36,35,125,581,41,258,766,596,425,5297,1188,2336,202,471,203,3199,2296,961,235,298,973,28,240,44,15,959,7158,7025,2872,989,2,0,272,381
"음성",65224,36449,10158,2786,192,143,8,11,27430,38902,34508,6282,199,1411,641,395,3348,1940,1043,817,6778,2381,1059,1039,472,196,1332,629,726,416,2394,96,27,200,1625,293,135,399,290,1088,34,364,483,75,231,410,194,172,45,0,24,1851,860,155,206,33,436,7,35,23,216,22,5,8,166,42,251,4,2,6,70972,44,18,39,2,4276,1820,526,152,99,89,131,35,0,1,0,0,0,0,1,0,7,4,2355,116,207,113,1112,5793,12551,1339,12237,2091,803,267,1847,4682,687,1484,15515,12,0,0,1,0,3,10,181,6,13,5,16,74,189,320,1029,4670,1055,271,2725,406,603144,30554,113764,67255,26628,91,55080,76923,209435,152308,2407,4651,468,205,522,913,117,94,17,77,121,994,109,301,59,42,73,159,51,0,0,4,10,66,0,35372,3099,18903,18534,14652,30106,12124,5140,4079,1241,758,658,561,715,245,593,60635,5795,7517,14942,88262,30552,10592,3005,2082,379,18,9,2,28,42,244,18,98,380,1007,370,6736,427,877,80,196,111,4698,2562,1053,273,427,1283,112,2239,149,202,2357,15090,14468,6791,3108,8,0,308,516
"진천",25906,11133,3125,982,59,42,10,6,40719,57505,54558,11220,303,2655,1030,677,4730,3598,1606,1397,12778,3898,2037,1663,1038,309,2685,630,900,841,3128,149,53,344,2810,322,359,466,396,1288,40,466,532,128,327,256,398,209,85,0,33,3057,1252,261,394,93,857,10,30,46,267,23,6,5,205,47,308,0,1,3,30418,16,2,10,0,2337,987,213,91,19,21,33,2,0,2,0,0,0,0,0,0,1,2,3171,265,390,196,1627,7215,14010,1532,11912,1736,639,277,2245,5928,902,1213,16654,6,1,1,0,1,2,13,163,2,1,1,15,83,170,399,1797,8393,1339,236,3460,489,249023,13132,50730,54811,14750,57909,361,55855,248333,126890,3488,5709,1621,551,788,1568,32,44,10,61,274,502,115,251,55,8,48,57,29,1,2,9,9,132,0,12851,1665,8460,8484,5697,20055,9183,4358,4513,1275,797,672,857,659,319,890,21773,2469,3614,5314,38044,9702,4481,4118,3133,749,28,16,15,9,33,126,12,70,249,1061,346,5875,351,930,81,158,85,4356,3234,1236,315,495,1502,302,2712,249,232,2355,23193,21602,11079,4531,3,0,463,516
"증평",34748,16841,2704,1076,61,47,12,14,83641,153161,177086,30200,890,5486,1446,578,2810,2143,721,584,5400,1981,1075,486,295,140,1050,199,298,316,1873,122,53,154,1395,137,115,269,216,649,90,1185,1484,279,781,349,520,447,139,0,55,4768,1686,635,249,88,1077,15,27,34,761,63,14,33,449,51,362,1,2,1,41051,11,2,10,0,2561,882,169,45,21,27,44,11,0,1,0,0,0,0,1,0,5,1,1923,116,142,83,715,21855,34553,5046,40767,5803,1330,865,4048,16962,1943,6971,43015,20,2,3,0,2,8,10,547,9,4,21,19,213,503,537,5230,24459,3635,794,5605,609,332536,15824,49418,72260,12645,81578,64605,123,253617,30290,7907,12756,666,536,858,2125,29,16,5,31,119,276,51,157,36,5,16,13,10,0,0,2,10,38,0,17130,2165,11528,11139,6959,14016,6227,2458,2520,769,409,379,477,414,174,520,33475,3276,3946,8194,55650,18288,6198,2812,2051,399,17,8,6,5,12,24,1,19,92,688,244,2924,125,243,27,58,28,3065,2496,1059,237,273,1035,146,1271,123,240,9393,82312,74426,35562,13881,8,0,256,220
"서청주",18649,4847,416,233,42,60,13,52,104996,243069,267533,68252,2286,14016,7576,2836,20688,30398,10188,4638,41236,16114,11159,4488,1783,810,9884,2096,1911,1879,10010,346,190,727,7795,1011,642,672,1615,4315,102,1387,1754,158,617,417,641,592,168,0,94,7458,2902,849,497,146,1338,34,84,175,911,68,20,31,763,140,730,0,0,0,17459,7,0,5,0,820,133,43,16,17,15,20,2,0,1,0,0,1,0,0,0,1,1,12509,646,664,607,6777,19607,34367,4693,36662,5744,1460,691,4438,11500,1448,2253,34457,27,0,1,0,4,11,23,639,1,9,12,12,210,436,688,7903,36341,6591,1056,6521,1078,613182,29473,83099,117208,31009,233531,289940,294049,6581,194251,9855,16204,1843,593,1507,2797,8,6,4,209,1501,1110,171,386,71,27,39,74,91,0,5,12,22,178,0,8057,7234,21050,17637,13543,84046,20455,11391,14986,3073,2983,2609,2774,1801,936,2796,18269,1488,2879,2676,22524,5561,2723,14312,9167,2834,43,79,39,54,77,88,8,98,302,2313,961,20286,781,1281,125,258,114,17920,12222,4392,1108,1715,5078,821,8066,547,800,11937,148569,111688,45528,24101,29,0,1067,2036
