"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","무주","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"정안",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13442,3906,6639,5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"남공주",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15186,36,15586,12904,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"탄천",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3964,16451,7,18925,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서논산",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9459,16467,21832,57,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"연무",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8695,7368,3788,14190,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"지곡",10046,2106,717,1569,861,1602,1446,440,1283,736,2848,143,14,7,1,2,4,8,1,2,0,0,0,0,1,0,0,0,0,1,0,1234,264,1088,11645,1116,388,1825,1173,9779,74,843,1404,85,510,604,1436,858,615,0,259,7896,9171,1649,1948,601,12998,611,358,446,6482,878,741,825,2994,464,1634,0,0,0,2809,4,2,0,0,525,158,137,97,27,23,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,262,48,1,10,4,3,1,5,5,6,7,3,5271,48,13,5,1,24,20,0,235,10,4,4,15,22,193,1932,1122,1370,1958,10951,19327,7290,311,752,646,265,346,282,437,780,339,1499,1104,3062,5671,5759,17769,612,1788,305,5417,409,269,272,1,2,3,0,2,0,0,0,0,0,2,11,173,52,314,0,360,56,240,74,73,245,161,46,31,13,19,11,7,14,1,4,1087,74,221,178,2141,600,235,62,60,0,0,0,0,0,0,0,0,0,0,18,3,76,3,8,0,1,0,64,38,10,0,1,6,1126,9088,1206,479,1,165,442,2646,1366,1315,4370,0,0,0
"남대전",14006,3441,1587,3991,3422,10124,8211,4767,22279,46271,56034,6187,1326,3034,1434,691,2108,2083,578,515,3273,2187,585,234,111,869,67,109,163,531,59,474,261,630,6627,538,261,619,604,1911,215,1916,2605,344,863,638,965,1170,238,0,104,7466,2803,898,615,102,3584,77,157,423,1641,163,53,81,1872,210,1391,1,0,0,4825,10,3,6,0,1176,373,681,532,193,192,283,21,1,1,0,0,0,0,0,0,0,0,997,169,121,69,1717,31962,19309,3629,22601,3535,828,572,2493,5512,679,1033,12203,125,6,8,0,2,18,34,532,2241,26,36,76,439,762,1889,650,13809,123655,18480,19252,4282,11497,696,1346,2414,515,1938,2457,6170,9925,4050,222204,240762,1418,1580,2738,5258,541,1490,494,9958,1262,934,954,130,292,24,4,9,3,6,15,108,134,2,4,9,36,111,0,744,166,343,176,198,837,432,222,195,83,37,61,43,35,14,34,1744,183,387,224,4378,736,547,282,242,506,17,18,8,16,35,17,0,16,5,45,15,404,11,45,1,5,4,274,206,54,9,24,96,433,3069,503,640,576,46330,35893,170452,231660,108158,127,0,113,60
"판암",38919,9851,4200,10299,9420,31388,27720,16535,97945,168505,44000,56969,22024,44892,20528,5454,21200,16425,3530,2988,20176,12703,2335,1510,715,6089,654,1160,1029,3759,460,249,292,379,5015,341,228,640,353,1474,135,1635,1797,131,761,353,693,612,142,0,80,4239,2093,459,332,85,2270,40,128,215,1166,132,66,55,939,109,1034,0,0,1,12944,65,10,10,2,2534,931,1254,1032,517,458,669,84,0,0,0,0,0,0,0,0,2,1,5794,839,765,483,7298,42346,23944,4169,27291,5044,979,702,3181,7540,776,1138,15793,118,8,8,1,2,16,35,512,5454,87,55,90,551,803,1045,17394,346,35821,5470,8933,1981,31010,1808,4331,5460,1536,6576,9418,25398,43871,17375,73696,111438,714,789,1867,3530,287,881,314,6727,2932,2204,1903,534,1708,70,13,30,11,13,103,557,951,0,2,4,10,99,0,2476,687,1230,763,495,2271,1169,545,663,227,149,154,221,153,84,147,4894,585,966,632,10617,2223,1243,916,837,2478,36,47,39,91,153,85,6,43,14,159,41,1173,68,140,12,22,19,893,898,226,51,101,303,356,2085,409,313,3629,59597,128322,181214,314918,136239,62,0,902,538
"무주",55589,9930,4038,8071,5443,10488,8533,3255,13554,10504,90287,1630,129,130,48,40,192,580,141,30,225,239,26,20,17,103,1,2,30,32,3,559,103,532,4131,376,95,666,559,4144,140,1706,2253,170,1060,728,2816,909,208,0,141,5602,2817,735,628,263,3404,278,201,217,1714,406,554,89,1341,124,580,0,0,0,13560,40,3,7,0,2409,629,824,382,168,110,244,19,0,0,0,0,0,0,0,0,0,1,136,18,17,19,203,4739,6928,440,2816,597,106,106,495,1185,56,66,551,4005,35,7,4,9,32,34,72,1481,57,44,32,170,249,1406,120390,36842,676,15519,47897,5694,38583,1748,3225,2647,1003,1377,1462,3532,7580,1980,47186,21641,1811,1999,2592,5102,375,1320,181,6945,2478,1302,970,20,21,21,3,10,1,3,29,39,21,1,5,58,27,94,0,2357,338,435,422,365,1211,668,256,222,84,102,147,232,79,13,79,6125,412,1180,810,11343,1663,1244,499,278,64,0,1,0,2,2,5,2,7,4,72,22,547,20,49,2,10,5,383,258,61,11,56,80,359,4069,359,265,82,3338,14497,54887,35400,63391,2345,0,2,2
"덕유산",8592,1485,756,1658,1020,1551,1113,455,5658,1920,13757,382,21,29,26,15,26,54,10,10,36,41,4,4,1,20,1,0,3,5,1,959,200,743,10459,828,261,1631,1292,12456,140,1819,3861,133,2223,1041,1118,570,164,0,74,4168,3841,793,1033,405,3387,538,329,348,2266,632,1336,100,1543,177,588,0,0,0,2516,1,0,1,0,571,115,175,89,26,17,21,3,0,0,0,0,0,0,0,0,0,0,23,0,12,1,18,548,436,32,152,44,21,12,23,79,6,10,61,10947,94,29,6,7,30,31,2,231,10,8,6,15,19,1812,17434,5457,16977,90,49936,6118,6311,325,652,690,152,305,294,826,875,292,13767,5747,2038,1897,2890,8662,440,1086,210,6160,505,269,355,6,5,7,2,6,0,3,0,4,5,1,25,105,60,170,0,377,49,85,57,40,285,132,56,72,17,5,8,26,10,12,22,1182,89,183,178,2246,379,282,68,60,16,0,0,0,3,1,0,0,1,1,29,3,132,3,9,0,4,1,67,75,10,1,3,21,777,13365,1198,695,5,508,1599,5842,4774,8474,5818,0,1,0
"장수",33267,5196,2168,5555,2931,4402,3568,2092,8787,7417,20555,1591,60,138,133,65,87,207,49,11,40,42,6,3,5,34,1,3,12,25,1,3830,1843,5068,63739,12624,3677,9290,9139,74678,36,389,591,87,373,486,1179,877,661,0,477,20458,20406,4527,5607,1868,16258,9728,4762,2649,731,135,180,117,942,2073,6491,0,0,0,7257,1,1,1,1,1472,334,467,244,53,37,38,4,0,0,0,0,0,0,0,0,0,1,31,5,1,2,31,428,121,17,91,20,3,1,7,27,0,0,19,1205,14,7,4,3,13,14,1,627,34,11,9,26,19,12109,17998,8738,46530,51427,777,47145,40507,1591,4256,4145,1112,2641,2643,5828,7671,3326,15116,12764,35669,7753,12701,22419,2277,5373,1567,29954,1383,641,884,47,17,34,2,16,3,1,14,18,12,16,185,852,745,2889,0,1338,153,557,309,314,2093,945,391,614,183,107,53,110,115,28,435,3315,223,447,508,5918,1028,827,649,661,11,1,0,0,2,1,2,0,4,3,106,33,606,76,38,0,8,2,489,393,75,30,38,166,4707,94696,6990,7999,15,1023,3590,12624,7454,12151,57661,0,2,2
"서상",19790,4346,974,2469,1601,2660,1975,879,1842,1093,5225,216,23,15,8,2,8,7,2,1,3,5,0,0,0,0,0,0,0,2,0,442,118,434,3987,472,185,819,685,4093,19,211,394,17,119,60,346,238,182,0,51,2079,3853,564,583,251,34577,322,257,204,1212,208,267,116,1032,256,708,1,1,0,3552,5,0,0,0,695,175,244,108,36,33,41,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,462,83,6,27,8,0,2,6,16,0,1,2,1267,10,1,0,0,7,7,0,290,9,6,5,20,10,15294,4087,2054,5774,8120,48281,737,15553,500,1082,1163,263,613,617,544,1147,632,4139,1723,3845,4401,2441,7459,249,561,79,1308,1698,571,424,0,3,4,0,3,1,1,1,0,1,5,10,28,26,84,0,635,111,232,96,90,385,203,25,32,15,5,5,22,7,3,8,1881,116,394,275,3109,1072,402,59,80,0,0,0,0,0,0,0,0,0,0,8,6,63,5,3,0,0,0,44,33,5,11,10,13,369,3192,455,195,0,345,1022,5236,2490,3058,3173,0,1,0
"동서울",6861,8128,2523,3949,2593,6676,770,214,91315,182456,282592,65448,3009,17252,11686,6039,53158,122849,38823,31775,349334,158406,28143,15953,9228,88130,7758,13426,13695,80137,10374,1269,1187,1920,15038,796,344,952,662,1872,1772,12312,11852,1236,10809,2965,5208,7289,1228,0,365,20911,15368,3014,2489,472,15550,51,315,1130,7050,411,215,234,6950,1651,11291,227,159,188,1245,967,182,742,107,417,465,307,602,657,555,1123,334,19,122,34,35,47,80,47,64,409,93,94905,7940,9990,7148,77857,43402,78267,14309,125711,19217,5616,4482,18827,47817,9576,13019,191821,239,31,90,41,52,245,197,2246,554,761,298,208,620,1484,6735,8733,31905,36658,6247,40171,13952,7285,4059551,2734447,1174742,1707142,652864,259327,320025,584947,439004,26875,27211,4777,5712,12359,22374,1741,6567,1463,32506,351,588,301,96274,36826,685031,112667,374328,79217,33166,121181,202303,75877,0,4,22,36,174,0,7688,24286,48255,256251,209619,1020583,751355,339750,256727,121483,100272,138465,136908,79195,20522,86634,3551,352,313,939,3597,1313,1468,4474,7011,26201,901,875,3307,4935,19046,120460,6481,27305,156727,24753,19078,458228,81680,329574,20248,61289,26101,337487,200333,84134,19350,45584,141494,1102,3062,930,452,48268,31406,207294,167481,59662,19915,81,0,19170,11565
"경기광주",354,853,417,502,253,689,67,12,3708,7389,9623,2120,110,515,356,169,1646,4106,1278,869,9548,4469,859,457,257,1945,189,349,333,2232,262,42,330,56,472,51,17,44,37,60,45,405,467,46,194,139,186,206,52,0,12,621,424,105,75,15,365,2,2,18,258,14,8,5,224,39,180,21,11,21,217,101,32,75,7,66,123,62,73,82,64,104,35,1,5,0,0,4,10,6,10,33,13,2367,226,402,199,1987,1895,3226,520,4722,856,248,185,706,1879,368,510,7480,13,0,3,1,2,3,7,104,59,93,21,26,47,171,184,405,1275,987,233,1174,369,3753772,151,102361,45075,80153,25658,10569,11355,21173,16073,1034,847,168,180,297,655,39,152,31,973,26,88,26,2541,910,21596,3956,11391,2652,788,3265,4397,1651,0,0,1,0,4,0,735,257,774,6397,7081,41166,27618,9898,6932,3604,2546,2408,2514,2039,667,2479,427,53,50,182,697,216,193,613,570,890,25,28,91,118,392,2344,201,761,3168,1290,721,13673,2557,8064,672,1385,761,8411,7239,3105,609,1020,3798,30,127,31,20,1524,1064,6227,6204,2240,853,1,0,498,276
"곤지암",2703,12931,7524,7128,1750,4340,344,73,17592,36326,32164,9390,384,2047,1300,657,5811,17059,7383,5289,55289,19583,4342,2093,961,9735,1613,3503,1634,10328,1437,99,165,202,1436,74,52,87,192,157,92,1137,1123,189,542,308,532,728,114,0,29,2145,1446,299,239,49,1106,4,28,76,589,29,38,28,698,125,559,85,79,108,3266,410,146,341,45,1044,1283,812,574,662,570,827,207,9,29,2,8,9,19,13,32,162,69,11359,957,1297,773,7667,6991,11074,1809,13390,2398,612,447,2162,5413,1334,1584,23504,25,4,6,2,4,18,11,244,373,410,105,74,169,201,723,1061,4332,3046,743,4821,1046,2888815,123974,1815,247527,164024,140558,55328,55488,85709,76158,2869,3195,722,500,1063,2136,174,466,135,2660,566,664,152,17532,4456,122772,16170,48846,9242,6421,16086,22210,9432,0,1,1,1,16,0,10499,1798,6930,32952,25813,182136,111018,47252,38283,15415,10148,9409,9547,7964,2419,7942,6257,1682,1060,3571,9255,4672,2246,3784,1799,3198,90,85,310,443,1559,8968,555,2766,13945,5716,2508,61028,13372,34133,2354,5966,2528,30802,22593,9512,2133,3717,13435,98,331,95,35,6714,2750,16738,17277,8372,2745,6,0,2902,2101
"일죽",57934,26676,6070,1715,78,198,26,14,20212,40713,43103,10051,324,2364,1041,836,3633,1429,424,483,3883,1791,451,214,123,971,136,319,228,1249,154,87,39,202,1151,63,62,88,79,141,54,892,1171,147,465,218,423,565,142,0,79,2227,1344,247,289,47,850,5,25,78,504,42,25,18,422,91,3405,9,3,7,50454,46,13,37,3,3365,1511,340,86,67,79,112,28,0,1,1,2,2,0,0,5,12,4,1137,100,107,60,734,9004,19717,2133,17974,3636,784,408,3211,10031,2031,2619,29816,36,5,6,11,3,23,26,304,21,14,13,22,73,310,583,1919,5867,2471,734,4827,1077,1139808,61413,220337,724,68108,79304,65858,77234,123443,87714,3874,7432,822,485,1320,2251,134,645,189,2546,49,62,29,300,179,1714,341,927,307,112,334,524,192,0,0,1,2,18,0,39961,2930,15732,13481,17848,75655,31573,21714,19977,8000,4679,4129,4217,3386,1393,4022,42924,3586,5295,12551,61279,14847,8050,14246,11951,385,14,9,18,43,165,830,65,327,1132,7467,2320,25345,1407,2486,261,618,264,15775,13534,5256,1051,1862,6787,94,247,173,65,534,4598,24452,23875,12901,3671,5,0,261,170
"서이천",16253,24223,10311,5700,1136,2975,194,95,7039,13815,14071,3607,144,719,259,217,978,1531,565,569,5645,2226,438,382,111,929,136,676,210,1516,220,30,10,42,361,18,9,22,16,41,54,402,536,58,198,71,146,201,33,0,14,825,836,109,51,20,314,2,3,11,226,16,3,13,163,34,166,63,30,95,19880,452,164,295,36,2498,2583,943,466,467,454,730,218,5,28,11,9,6,21,11,30,159,49,1274,185,175,126,806,3288,6429,853,8225,1150,294,183,1268,3297,452,769,11824,10,1,3,1,2,7,13,132,190,283,83,69,98,152,183,471,1625,728,170,1248,294,1603979,95792,120856,69759,477,34723,16083,13355,36013,24464,951,1376,201,136,309,765,34,168,53,950,263,374,98,1532,537,10016,1196,5482,803,459,1180,2400,977,0,1,1,1,2,0,31269,4145,12955,18993,12694,12231,10384,4338,3280,1426,1051,705,795,631,264,756,22287,3453,4078,9361,29512,10693,5368,2321,1038,681,18,14,25,22,100,692,36,191,1101,599,613,6329,1177,2659,204,513,187,3169,2341,1098,187,320,1021,17,78,20,16,731,1532,6846,8234,3637,1217,0,0,486,289
"음성",67528,35581,10176,2585,182,139,13,4,25893,46177,37796,6988,205,1363,784,323,3370,1721,953,727,5815,1985,933,471,155,1247,332,777,285,1758,254,79,38,167,1201,148,70,140,195,230,35,378,511,67,224,401,243,174,56,0,14,979,914,150,202,17,479,6,14,34,245,28,15,7,156,24,238,1,2,8,75057,51,10,42,2,4332,2107,655,180,134,71,110,29,0,2,1,0,0,1,2,0,9,3,2156,121,168,74,1065,6431,13137,1494,12036,2061,689,250,1923,4737,606,1630,16101,13,5,4,1,2,3,4,123,16,17,8,12,112,181,258,1428,5745,1010,254,3021,425,630325,33496,116406,78551,31718,143,63242,80508,215318,158551,2413,4668,370,230,449,1010,70,275,151,969,119,81,23,75,93,1034,91,366,58,70,87,236,56,0,1,5,3,31,0,37090,2940,19681,19652,15648,35635,12735,6350,4731,1324,698,655,592,908,270,600,59320,5667,7896,15731,87629,32048,10535,3411,2513,369,16,12,14,13,48,239,17,75,371,1493,363,7299,327,947,81,177,100,5591,2606,1368,247,523,1375,77,550,84,104,706,3120,16564,16942,7683,3034,3,0,492,328
"진천",25904,11309,3426,1001,41,12,9,3,39370,63130,55936,11271,296,2304,1435,541,4445,3316,1366,1365,11415,3854,1537,1176,313,2875,361,892,624,2246,299,125,84,303,2018,132,209,173,183,187,39,505,690,82,232,290,301,230,84,0,23,1531,1166,203,384,71,541,7,48,48,244,29,23,13,197,46,248,1,0,0,30505,22,2,9,2,2296,889,190,57,26,21,34,5,0,0,0,0,0,0,1,0,1,0,3402,320,372,115,1544,7967,14183,1624,12560,2090,643,371,2480,5462,701,1589,17817,12,4,1,5,1,8,12,164,2,6,6,17,90,208,381,2081,9136,1299,243,3718,519,257438,13906,50442,64190,15887,65922,375,62077,263427,134145,3401,5322,1612,559,703,1609,79,312,158,1291,39,30,12,68,157,564,117,267,51,18,49,77,27,0,2,2,10,73,0,13306,1498,8669,8367,5853,21704,9916,4987,4207,1228,803,759,987,720,253,912,20128,2211,3999,5422,36250,9861,4245,4246,2796,757,19,12,14,16,26,119,15,80,231,981,354,6664,339,836,65,174,72,4254,3069,1348,261,525,1748,254,697,145,98,1301,2556,22354,22549,10754,4493,7,0,643,445
"증평",34730,16844,2954,979,41,28,12,8,85624,163537,178430,33237,857,5170,1818,636,2694,1567,592,548,4495,1673,535,304,94,940,177,295,199,1206,146,62,27,186,991,72,66,77,69,154,107,1160,1671,200,714,494,592,476,110,0,26,2287,1437,485,193,39,981,2,24,48,715,53,42,31,397,56,317,0,0,0,40473,16,4,6,0,2542,884,156,50,27,18,34,6,0,0,1,0,0,0,0,0,2,1,1437,104,109,84,656,22374,34999,4863,41774,5991,1511,1003,4644,16705,1837,5223,43654,45,3,10,3,6,22,12,550,5,7,13,31,253,592,523,5218,25119,3811,834,6837,563,337691,16230,52564,79198,14075,83994,71831,24,283060,42255,8205,12248,536,491,952,2034,193,483,142,2986,22,26,10,18,118,265,35,80,23,8,13,15,9,1,0,4,3,26,0,17819,2123,11956,11832,6456,14979,6512,2554,2293,768,459,343,498,420,195,638,32032,3478,4487,8376,54225,18055,5927,3014,2118,314,5,6,6,6,11,36,3,17,65,662,234,3146,140,286,18,67,17,2802,2359,968,186,329,1097,96,273,83,95,631,10827,79623,79834,35979,14796,4,0,283,191
"서청주",17932,4620,444,184,20,32,7,28,117242,264755,279394,69205,1921,13677,7507,2994,17955,28946,9925,5321,40988,15940,4527,1825,790,8345,1292,2738,1817,8053,1461,296,116,698,6369,556,339,434,899,840,134,1339,1943,310,577,377,641,690,132,0,38,3561,2389,715,485,133,1398,19,67,159,759,50,31,25,770,200,646,0,1,0,16849,10,2,3,0,678,156,45,22,19,6,18,2,0,1,0,0,0,0,0,0,0,2,14305,724,693,447,7473,19414,32288,4635,37606,5791,1385,746,4423,11901,1377,2502,37419,31,9,10,0,2,33,21,553,3,11,16,13,216,490,747,8443,38791,7285,944,7189,1019,623583,30474,83666,123325,35512,240025,307158,330961,10477,293083,10776,15926,1579,624,1431,3005,268,748,167,5035,10,13,6,239,1469,1134,181,392,78,30,56,87,70,0,1,2,19,105,0,8071,6623,20198,17458,14975,89191,21468,11678,15120,2905,2980,2889,2930,1848,1073,2537,15562,1324,2495,2267,19877,4924,2340,14558,8982,2922,42,43,55,60,46,117,6,113,275,2389,890,20884,756,1588,99,299,122,17927,11659,3981,895,1684,5214,583,2528,416,554,7997,12820,138891,112371,44784,24656,26,0,2211,1532
"오창",55422,11999,1192,364,37,20,11,14,95243,139391,114865,22013,818,3806,1667,625,5727,10239,7106,2036,13734,6091,2062,1144,600,4306,609,724,593,2532,361,94,31,228,2042,124,120,230,168,352,48,441,699,127,285,105,260,190,64,0,12,1197,1252,369,197,56,422,2,12,37,227,17,14,5,155,69,254,0,0,0,32499,6,0,9,0,1730,352,78,28,10,6,10,4,0,0,0,0,0,0,0,0,0,1,4157,273,441,143,1934,7010,14405,1682,12272,1951,616,319,2896,3975,552,1715,15745,20,0,3,2,3,9,3,200,3,2,6,7,80,221,280,3777,17260,2291,338,3401,379,427383,23430,67363,81155,22620,163642,136387,51377,234462,32,4000,7362,576,238,716,1159,77,230,106,1222,17,17,9,55,297,728,97,195,30,26,19,31,22,0,0,1,6,36,0,17260,5675,15326,15018,9253,44508,13143,6030,5415,1906,1418,1634,1724,927,642,1658,26946,2233,3658,4695,34577,8357,4049,7427,4738,975,22,17,18,23,22,65,4,48,121,1699,599,9591,385,662,45,126,60,6898,6625,2239,530,880,2379,222,736,167,269,1830,6648,76817,51215,20649,9185,8,0,728,528
"금산",32974,6436,3169,7822,6312,12967,13663,4911,26146,46104,145269,2713,350,618,567,222,836,1376,347,272,1894,1392,225,183,96,563,41,49,134,168,19,836,155,890,7891,947,260,920,847,8105,99,989,1522,1550,770,358,1019,754,256,0,79,4654,2736,751,1055,355,2790,548,424,286,1070,277,222,68,1042,234,1079,0,1,1,12628,23,1,6,0,2936,706,873,1375,180,181,243,39,0,1,1,0,1,0,0,0,2,0,1010,73,78,73,618,5852,3271,439,3309,935,404,152,564,1756,144,1058,3057,1210,10,9,1,6,15,28,151,2417,86,39,45,251,429,1631,184285,67394,42788,13961,16175,4022,28166,1565,2776,3901,997,2339,3334,7347,10984,3670,995,27208,7084,1621,3346,6171,490,1411,251,5553,2584,1820,1305,80,157,21,7,15,5,2,38,66,120,0,19,112,72,224,0,1868,175,521,390,324,1162,675,276,369,158,74,27,55,63,14,40,4815,358,1018,651,10939,1534,1114,417,278,301,0,2,4,10,23,17,1,10,5,88,84,473,28,47,5,6,5,356,234,54,6,45,125,728,13194,746,1644,367,6977,29673,95863,63895,125884,1007,0,32,18
"추부",37706,7108,3515,7853,6580,18506,15103,7067,34042,55683,257211,2213,441,1502,478,315,1763,2197,585,581,3323,2812,499,345,101,880,54,101,185,327,49,283,259,422,3338,354,167,734,677,2100,64,697,1003,335,404,1184,1865,404,106,0,39,2937,2487,337,362,106,1678,151,179,117,624,79,64,27,580,121,562,1,0,0,12148,25,4,3,0,3109,749,1180,915,270,285,313,41,0,0,0,0,0,0,0,1,1,1,1405,149,208,129,1069,6676,4070,526,4927,895,264,237,749,1680,242,339,3542,193,6,3,0,2,10,15,285,3376,60,32,49,258,647,877,205947,98417,18745,7273,11820,1684,27213,1382,3486,7179,1377,4844,5625,12590,16510,7458,26630,2132,1422,632,1773,3272,204,804,146,3672,3282,1723,1505,82,184,35,5,13,4,1,26,81,160,0,3,33,31,117,0,1694,399,679,635,299,1571,1142,422,310,216,84,39,52,56,10,85,4384,357,1608,680,10179,1865,1151,594,491,525,9,7,11,14,38,12,1,13,6,112,30,636,51,71,3,5,6,423,322,74,22,35,147,287,4240,249,1378,618,11134,32665,143603,108016,182933,229,0,79,52
