"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구.구.","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","장수","팔공산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","북통영","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","대동","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","수성","청도","밀양","남밀양","삼랑진","상동","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금","주암","승주","내장산","남천안","풍세","정안","남공주","탄천","서논산","연무","남논산","풍세2","지곡","남대전","판암","무주","덕유산","서상","동서울","경기광주"
"풍기",31683,9117,2402,1614,168,336,14,3,22,58,138,10,2,5,10,0,56,48,30,327,48295,21890,0,2607,1020,725,4113,350,591,878,3439,595,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,1,4,24793,136,17,58,8,1269,667,323,153,248,123,221,60,0,0,0,0,0,0,1,1,1,14,5739,0,2084,430,358,240,2885,26,37,10,38,10,2,2,6,5,1,2,7,1,0,0,0,0,12669,919,1635,135,139,36,170,94,5,4,0,0,1,0,0,0,0,0,0,46,64,23,1,0,355,12,15,8,6,4,3,0,1,0,0,0,0,0,15474,1012,3914,8413,3554,8243,10816,20961,4870,1856,1856,1311,1443,923,437,1166,18705,1450,2525,9789,29353,6560,5166,20090,12422,15790,6925,16969,5701,5260,9578,53596,11870,12116,263,8113,4900,55144,16308,190361,6033,155009,66687,52993,5301,3411,1424,130,258,341,0,0,0,1,4275,3933,412,453,390,243,520,7,59,98,26,21,0,0,948,577,0,0,0,13,0,11,2,2,2,4,5,0,0,2,22,3,0,0,155058,4490
"횡성",10150,5167,1660,1370,240,600,55,17,749,1538,1409,405,4,32,17,12,162,163,38,139,6681,1827,0,363,184,134,1011,73,227,209,1240,254,1,4,0,0,0,0,0,0,2,9,44,32,5,18,8,16,9,5,0,1,38,42,6,15,0,33,0,2,0,25,1,20,2,25,17,4,33,25,23,8662,152,65,79,12,713,377,193,100,121,192,280,60,1,3,0,1,1,2,8,2,40,25,2292,151,178,64,67,82,770,460,731,95,723,130,39,14,69,377,69,100,1224,5,0,6,2,1,5525,5778,920,1130,882,614,2494,1576,105,101,7,10,29,56,2,9,4,5,73,44,67,13,154,175,2515,162,726,319,132,206,265,268,0,1,2,0,0,11,6970,522,3195,10734,3489,6894,10609,48095,2104,549,530,446,710,482,154,592,7553,775,1804,2862,13108,2697,2171,388774,54104,1370,426,1038,661,697,1044,5017,988,1319,6410,271,20273,108274,14051,40665,3063,1367,3996,2002,2107,724,672,162,300,1035,0,0,0,0,476,374,179,134,98,64,140,217,992,914,404,140,0,0,475,285,13,3,17,43,0,45,22,20,11,26,36,0,10,49,200,86,22,8,30038,1938
"북원주",3432,1852,609,582,83,252,15,3,128,416,511,77,1,10,5,1,61,99,12,8,3135,779,0,130,45,35,278,23,49,49,302,51,0,0,0,0,0,0,0,0,0,7,11,22,1,6,1,3,2,0,0,0,13,12,1,0,0,8,0,0,0,5,3,5,0,4,0,6,2,1,8,3782,39,15,31,5,181,144,123,36,33,47,86,24,0,1,0,0,2,3,2,1,7,11,668,28,60,17,19,7,210,184,205,35,298,42,6,6,24,122,14,30,307,3,0,2,1,0,2361,2324,756,457,663,220,865,575,33,37,3,1,4,18,1,3,0,4,27,29,39,14,46,57,1414,78,530,146,42,74,54,77,0,0,0,0,0,42,2238,157,1000,3585,1765,4852,4663,15014,2187,1319,770,494,521,640,173,501,2924,201,359,1079,5120,886,833,182709,50785,451,127,467,728,569,262,1478,294,485,2022,18308,167,25312,4632,13199,587,622,1101,827,2010,964,607,140,223,652,1,1,1,0,160,126,27,60,40,35,54,52,296,325,130,60,1,0,90,54,0,0,9,19,0,16,11,2,4,7,11,0,1,26,87,24,6,5,19361,905
"남원주",110234,33345,8339,6801,1349,4717,438,58,1923,7173,9506,1245,58,253,101,21,667,668,136,183,38389,11117,0,1870,1044,676,6937,415,1256,961,5072,988,0,0,1,4,0,2,1,1,1,97,295,186,24,89,32,58,43,9,0,2,202,113,24,10,0,128,1,3,0,174,7,65,6,83,1,22,116,54,143,63581,1053,239,667,55,3694,2157,1311,666,809,881,1507,470,6,35,13,11,24,23,17,35,223,89,8674,600,1285,299,492,307,4191,2251,2946,528,4276,714,115,98,478,1687,178,374,7871,41,19,26,6,7,47327,23798,6072,6108,5779,2175,16011,8520,429,515,22,64,140,230,5,25,8,43,482,306,427,114,479,391,11430,531,1988,904,410,638,750,726,2,1,0,0,1,15,40451,6455,20119,52376,15902,53276,48644,64940,28476,45940,38074,16153,15741,24418,8226,20204,46421,3088,6140,14991,69339,13418,11295,331555,140858,12397,2532,7300,2639,3504,4275,24432,5909,8141,48072,108455,29790,9065,130499,549367,10785,11332,41361,25615,79428,33074,21073,3106,7385,22509,3,4,0,0,3194,2170,591,671,449,369,736,2651,6730,6815,2193,645,3,0,1700,1015,50,13,82,276,4,284,121,45,88,119,192,0,66,207,1129,503,147,54,422171,17562
"신림",13534,5418,8340,988,107,255,18,6,106,255,446,64,5,18,3,3,27,16,7,40,9138,2578,0,473,272,182,1339,95,201,276,961,161,0,0,0,0,0,0,0,0,0,3,6,4,0,1,1,0,0,0,0,0,6,5,1,0,1,2,0,0,0,5,4,4,0,1,0,0,7,6,10,11876,79,32,38,6,714,290,125,65,693,87,138,31,0,3,0,0,0,2,3,1,9,4,1589,18,313,113,117,97,882,91,209,35,283,50,12,7,53,128,15,26,328,2,2,3,0,3,9103,1283,2566,223,236,75,510,247,17,29,0,0,0,5,1,1,0,1,11,14,27,9,9,6,532,32,131,37,31,33,12,17,0,0,0,0,0,1,8305,291,4480,15466,4362,6840,10725,50985,8893,4685,2110,794,724,1190,584,966,12021,815,1622,3380,16630,2883,2512,17270,10755,1767,790,2192,1015,895,1218,7151,2336,2842,15076,14610,6240,129996,298,125355,1679,4936,14851,12597,3365,1726,1439,211,420,1127,0,0,0,0,802,447,147,226,121,94,177,32,242,295,96,38,0,0,286,161,3,1,6,17,1,14,10,1,6,11,13,0,2,16,63,20,4,2,72967,3781
"제천",94325,23905,6166,4884,449,1242,72,9,204,752,1215,120,5,18,18,4,67,64,37,197,35984,15490,0,1751,1378,1030,5987,403,1065,983,4613,815,0,0,0,1,0,0,0,2,0,2,12,1,0,3,6,0,1,0,0,0,4,5,0,0,0,3,0,0,0,2,1,11,0,2,0,0,57,14,56,59893,420,90,261,25,3554,1720,760,359,833,409,773,190,4,9,1,1,8,5,3,8,70,37,7668,19,1090,276,402,304,3722,315,480,97,840,103,28,10,74,274,22,46,804,4,1,2,2,4,30492,2525,3132,485,559,114,1076,483,44,63,2,1,1,5,0,0,0,1,15,115,201,29,18,4,1280,81,124,55,20,16,12,10,0,0,0,0,0,3,33372,2668,10851,23195,8571,24642,38471,99830,36308,10988,8772,3486,3808,2405,1045,3158,37662,2958,5161,15806,82201,15062,12227,122465,57540,6695,2472,9118,3762,4129,9755,54971,7710,26842,183458,40827,15649,568345,115327,12414,9038,37368,102240,41403,18840,12218,8073,1700,2704,5993,1,1,0,1,2927,2236,287,563,448,288,823,75,543,760,252,89,1,0,1474,863,1,2,14,57,1,58,29,11,25,25,82,0,1,39,119,61,6,3,347773,12309
"대동",81467,18122,13119,19181,11213,25720,24887,9865,16409,12300,39319,6747,2605,6142,7018,2863,27125,70259,93950,84501,226371,214864,0,79485,124209,161195,1270660,587013,1657953,727066,612668,626773,0,0,4,0,24,2,96,13,21,0,3,0,0,0,0,1,1,1,93,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,39449,151,13,14,0,3858,2651,4059,4438,1576,815,1415,200,0,0,0,0,0,0,0,0,0,2,2622323,11,58605,25291,16116,5978,68506,3522,1863,196,1757,225,51,23,110,100,5,5,19,3,0,0,0,0,20585,1883,3919,3859,3819,1637,14355,5254,325,916,1,0,1,8,0,0,0,1,2,5774,4943,1796,17214,6046,8233,1721,19534,2954,9891,8309,6488,8136,1,0,0,0,1,1,8233,2213,6477,8739,6425,11455,6891,1795,1345,848,919,1291,1407,526,220,745,14340,2453,5352,2583,39654,11625,2779,8028,5841,62799,6931,55048,8771,16732,32287,15470,3563,22800,5555,1691,503,9352,1761,6415,1064,5960,3820,4860,1968,2540,466,66,60,168,1,8,97,35,233542,382414,189487,369890,412126,253502,456881,2440,9293,17860,8320,3578,4,0,3504778,869718,0,0,5,4429,6,109,37,28,269,142,4,0,1,753,7426,36,8,3,135981,4119
"단양",3289,1124,415,200,25,62,5,0,12,29,54,13,2,6,8,0,30,31,31,172,37836,10556,0,1297,1013,863,5248,312,670,1582,3562,646,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,5,3596,8,4,13,2,158,70,30,12,15,28,36,7,0,1,0,0,0,0,0,0,0,0,7736,1,1118,286,389,385,3222,11,27,2,36,11,0,2,2,11,1,1,26,0,0,1,0,0,2077,165,238,36,29,7,51,35,4,5,0,0,0,1,0,0,0,1,0,7,7,5,3,0,86,10,14,8,1,6,8,1,0,0,0,0,0,1,1853,160,509,1660,711,1349,2259,4108,1278,466,296,202,272,179,115,301,2460,254,344,882,4408,812,598,3302,2384,8757,3672,9832,3357,3367,7503,31224,12893,16940,155643,1675,870,11694,4970,37939,7035,739,16160,13648,1209,760,422,51,101,208,0,0,0,0,3025,2020,408,552,414,343,746,5,26,42,24,10,0,0,1098,676,0,0,0,0,0,3,0,0,2,2,2,0,0,1,7,2,0,0,17301,876
"북단양",11759,3593,1048,950,70,211,10,0,43,176,214,35,1,8,12,0,21,40,22,300,45728,6206,0,1278,1205,433,3655,231,1300,1589,2535,408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,7,9776,74,14,55,3,569,281,89,50,78,66,104,24,0,3,0,1,0,0,0,1,2,2,13803,7,942,192,456,263,3642,36,89,11,129,31,3,2,6,45,1,11,60,1,0,0,0,1,4591,458,512,89,109,33,261,137,4,5,0,0,0,0,0,0,0,0,1,20,22,4,0,0,258,15,19,13,2,4,3,2,0,0,0,0,0,2,5216,998,2051,4335,1499,3312,6290,10464,2559,1280,923,511,566,319,129,493,6480,514,1018,2143,11435,2755,1867,8327,6892,7705,7184,17850,2904,4798,5117,43474,15236,10800,69132,3704,2042,38758,12952,95281,5016,18023,1949,14429,2494,1884,1033,137,214,514,0,0,0,0,2226,973,250,450,341,195,596,15,134,152,60,28,0,0,825,484,0,0,2,7,0,9,1,1,10,3,7,0,0,6,42,9,1,0,52705,2007
"남제천",6038,1636,329,239,29,90,6,0,20,62,119,11,1,1,3,1,24,20,19,107,21355,7191,0,1165,545,319,2791,234,436,562,2211,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,4,6,4135,24,3,26,3,213,71,39,23,36,22,39,12,0,0,0,0,0,1,0,0,3,2,5343,7,808,195,218,141,1844,13,43,10,75,11,1,1,7,19,3,2,67,1,0,0,0,1,2185,277,278,54,51,14,126,54,4,8,0,1,0,0,0,0,0,0,2,15,15,6,2,2,147,9,7,12,2,7,0,5,0,0,0,0,0,0,2478,226,834,2165,851,2089,3394,5906,1835,830,360,283,351,266,99,371,3037,238,481,957,5241,708,651,4228,2700,5106,1773,6172,1565,1305,3052,16739,5333,6375,42990,2326,1481,26426,12922,41842,4446,11474,12509,393,1361,868,544,55,169,355,0,0,0,0,1623,1364,196,365,281,209,467,6,64,90,21,3,0,0,695,416,1,1,0,3,0,1,3,0,1,4,6,0,0,3,9,6,0,0,24502,1271
"강릉",103214,21435,5644,7069,1350,4492,215,59,3175,5472,12051,1747,80,154,54,18,633,878,134,84,13102,3824,0,481,89,31,375,76,129,89,823,141,2,3,2,8,1,0,4,0,1,69,260,193,15,100,93,70,92,6,0,5,216,107,36,9,0,114,2,1,1,92,7,61,2,53,1,13,95,50,84,55779,696,184,551,38,2450,1167,671,599,598,699,1161,338,8,36,9,10,9,18,12,27,189,71,630,540,447,60,58,11,94,1472,2483,439,5217,607,129,58,319,1318,148,285,6821,19,8,27,10,6,27217,15082,4150,7269,3842,2124,14898,6993,360,431,43,47,94,271,7,41,19,110,477,192,343,94,408,344,6257,700,3378,1271,352,614,919,818,3,1,0,1,0,10,33251,3303,12637,36373,10725,32199,39676,91731,198105,178668,36330,32932,390202,182110,49919,248020,36972,2258,5239,10893,66336,10593,9035,30534,7171,5551,827,2665,432,551,756,3849,1763,1617,4974,1861,5434,69311,2487,16837,1566,1152,2273,1367,18242,121264,42078,37524,145228,399129,5,1,0,1,1083,790,128,164,167,104,185,1625,4208,5415,1587,567,3,0,244,147,79,20,61,241,7,150,104,32,76,86,209,0,39,230,953,313,48,43,323294,10505
"현남",57400,16534,4074,3841,914,3293,145,39,947,3652,5270,636,19,104,66,12,436,530,99,74,11497,3507,0,360,129,69,499,89,174,188,1079,195,1,0,2,4,0,5,1,3,3,40,173,195,16,55,30,39,27,8,0,1,129,57,9,1,1,65,2,4,1,78,8,47,2,34,1,5,91,32,61,35739,404,105,479,30,2211,721,375,317,380,442,885,211,3,34,5,7,11,12,15,13,158,49,918,360,400,88,44,12,124,880,1894,318,2839,444,81,50,276,877,113,252,4891,15,14,12,3,6,15050,10561,2533,1633,2255,1583,8080,5396,187,244,32,41,93,219,3,41,9,122,321,192,294,91,295,279,5103,496,2377,983,218,542,386,501,0,0,1,0,0,12,23163,2213,8363,22756,7623,15893,29424,43770,65988,42407,16839,15342,80556,50556,9676,46839,27038,1794,3962,7902,49412,6629,6491,6945,3149,2723,562,1995,385,364,582,2447,1052,837,3384,1147,3783,30336,1663,11420,2297,905,1805,755,108080,331,18576,22525,44775,195853,3,0,1,0,823,831,113,165,162,88,200,560,3051,3106,1371,470,1,0,355,216,23,9,34,107,4,152,60,25,49,64,160,0,30,168,817,223,49,25,142640,7902
"북강릉",20392,6474,2112,1929,397,1132,55,9,424,1368,2110,343,11,46,19,5,148,156,33,29,3368,873,0,107,28,10,107,17,37,32,214,37,0,0,0,2,0,0,1,0,0,10,34,49,3,13,15,7,4,0,0,0,50,29,4,1,0,46,2,2,0,11,1,10,1,9,1,1,28,8,24,15453,123,45,142,10,836,315,197,107,180,204,307,69,1,9,3,3,2,7,3,9,41,11,206,104,96,14,10,1,24,359,751,134,1013,179,58,23,108,328,26,57,1227,9,6,4,0,0,9101,5493,1171,1172,1439,912,3991,2736,59,73,7,16,25,61,0,27,2,44,136,79,126,43,112,129,2965,315,1334,494,109,177,187,218,0,0,0,0,0,4,9917,576,3475,11490,3914,9172,15052,27387,43308,43252,13449,12217,73907,40683,9194,39384,11346,828,2181,3550,19618,3071,2964,7286,2135,596,181,716,140,126,198,842,410,363,1522,694,2075,19054,1184,7519,442,397,935,391,30670,21462,1232,15989,38744,128829,0,0,0,0,250,191,30,50,33,33,60,147,973,1092,497,166,0,0,70,40,9,2,12,75,0,62,29,8,17,34,49,0,17,61,339,61,8,5,89782,4258
"옥계",3736,1113,325,318,69,221,14,5,93,270,414,56,5,8,6,3,30,77,11,4,775,184,0,26,6,3,30,2,6,10,43,7,0,0,0,0,0,0,0,0,0,8,16,12,0,5,2,4,0,1,0,0,6,7,0,0,0,6,0,0,0,5,1,2,0,4,0,0,3,5,2,2809,35,12,31,3,176,89,44,39,25,47,56,9,0,4,1,0,0,1,2,1,15,8,48,24,13,2,3,0,6,58,132,26,224,48,6,1,23,45,5,45,302,0,1,1,0,0,1801,786,224,113,200,113,640,419,15,17,0,1,6,9,0,3,1,3,15,13,20,6,15,26,2707,39,190,140,34,32,57,25,0,0,0,0,0,0,1577,126,575,2285,518,1991,2869,5313,5884,8270,1844,1209,8083,6255,2741,4900,1856,176,363,694,3766,599,613,1317,382,142,45,240,25,22,22,167,84,52,167,119,335,3039,132,1242,95,85,136,50,40258,22777,18933,98,38579,302128,0,0,0,0,45,20,4,8,3,5,9,40,173,206,88,32,0,0,13,9,1,0,1,7,0,9,3,1,3,2,14,0,3,9,66,7,2,5,14220,570
"망상",18117,3295,800,926,202,662,32,12,219,837,1173,191,4,33,8,3,73,80,14,6,878,190,0,12,2,1,18,2,4,1,26,6,0,0,0,1,0,0,0,0,0,7,22,16,1,7,5,2,2,0,0,1,42,6,1,1,0,11,0,1,0,13,3,13,0,2,0,2,13,8,17,8716,94,33,79,7,470,231,137,132,125,169,216,69,1,5,1,1,2,5,3,2,26,7,41,45,19,2,4,0,3,213,343,81,510,81,16,14,63,260,27,101,759,5,2,6,0,5,3976,2106,580,436,585,373,1757,1095,39,48,0,4,11,19,0,6,1,50,65,26,51,18,42,39,840,102,483,215,67,288,50,105,0,0,0,0,0,4,4617,338,1637,4484,1702,3630,5894,11886,21109,21500,4396,2882,17340,12631,4203,10492,5376,428,1132,1960,10719,2048,1771,4414,1091,146,54,252,29,26,37,168,129,74,249,346,753,7857,421,2684,61,120,247,154,152070,55970,51481,43724,56,28448,0,0,1,0,39,26,4,7,7,5,4,166,561,668,242,78,0,0,9,6,4,1,9,26,1,20,11,6,11,18,27,0,2,28,153,34,6,3,47943,1689
"동해",33578,8617,3299,2380,522,1794,96,13,795,2634,2593,442,25,94,16,4,149,119,31,12,1679,394,0,41,8,4,38,4,9,11,68,13,0,0,0,2,0,0,0,0,0,20,58,43,3,17,15,7,9,2,0,0,30,10,2,1,0,16,0,0,0,18,3,24,0,10,1,1,46,22,59,24095,254,121,255,16,1344,794,417,413,892,512,634,125,2,13,3,5,4,15,6,14,86,25,61,103,29,5,2,1,9,528,1081,176,1711,274,42,24,171,604,58,255,1969,24,4,48,2,1,11213,5528,1367,1351,1750,857,4132,1965,71,141,4,6,11,50,0,2,1,4,36,121,120,39,74,78,2384,176,1013,498,94,297,93,224,0,1,0,0,0,1,11650,1050,5361,14464,3867,9878,12871,27141,50318,57957,8449,5146,45613,27150,7899,25861,15302,1760,2312,5383,31711,5743,5229,12531,3005,243,105,462,35,55,60,261,158,153,283,913,1663,20047,953,5188,142,242,533,337,496489,211713,156980,254265,30783,288,0,1,0,0,81,54,8,11,18,2,13,565,1735,1925,686,267,0,0,22,12,6,5,29,81,1,86,39,27,28,34,69,0,6,65,353,93,9,7,130481,4495
"북창원",3916,1067,562,1448,939,2458,1590,561,860,828,2051,209,33,36,40,17,285,282,39,1,8,0,0,0,0,0,0,0,0,0,1,0,62014,26412,125147,8,55648,41156,50254,32311,125177,916,7491,6801,792,2058,2743,9342,7397,3165,12,1180,34669,40407,35064,26510,6888,3517,410,101,186,1466,202,337,179,527,155,3670,0,0,0,1661,5,2,1,0,361,176,279,421,173,80,185,17,0,1,2,3,13,7,1,0,0,0,0,6437,0,0,0,1,0,369,188,25,155,30,20,43,62,283,154,316,10,8937,224,619,241,121,214,108,45,135,271,145,745,293,905,443,2411,2488,5266,13973,311,503,277,622,4146,400,296,565,142,119,48,22,162,35,72,64,80,127,41361,44651,37627,68640,196137,1,255,40,66,102,60,124,91,14,3,1,3,4,2,4,0,0,558,124,155,86,1450,545,159,7,5,0,0,0,1,0,0,0,0,1,0,3,1,3,1,2,0,0,0,0,8,2,2,1,0,0,210,112011,68827,15699,0,0,0,0,1,0,0,214,1045,2989,1310,782,306018,0,0,0,811,395,143,369,20,6,4,17,29,15,1,0,1854,893,586,534,1348,582,2362,90
"서부산",6105,1454,1491,1882,1401,3164,2730,933,1701,1605,4234,304,20,65,87,52,325,74,9,2,2,6,0,0,0,0,1,10,12,7,8,0,163459,37021,130247,5,650052,1124503,77107,12012,7093,11462,115344,161568,11168,33135,25564,84121,95360,27430,1947765,6149,225549,210444,134035,84913,20901,20806,670,187,372,24812,3057,4769,1467,5055,475,11307,2,4,1,2740,27,0,7,1,539,263,435,622,243,150,256,35,0,20,33,19,135,23,3,2,4,3,4,88984,0,0,0,0,1,2324,1534,370,2283,262,252,421,816,4951,1855,3569,104,134806,3141,5470,4370,2109,828,211,191,324,368,173,1435,509,10118,3703,16269,12622,28984,46256,1685,3450,4438,7345,56553,652,481,141,412,113,120,16,484,30,293,271,40,167,104481,74177,52039,82769,153430,1,310,68,224,223,204,308,112,25,9,1,1,1,6,1,1,1,739,128,211,116,3278,899,192,13,6,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,34,0,1,0,4,5,0,0,1,1,127632,626,5458479,2746729,1,1,0,1,1,0,1,1240,1353,6278,6696,2847,242848,0,2,3,12776,3814,989,476,42,14,18,27,255,144,0,0,10798,2920,1825,4233,15112,3975,4201,129
"장유",2533,661,384,796,655,1316,870,332,901,331,1223,54,9,8,16,3,131,98,12,0,1,0,0,0,0,0,0,1,5,1,4,1,27298,12606,39506,2,413358,426594,43885,243743,1508095,944,8329,9712,586,1970,2221,8623,7610,3437,488657,933,27669,29887,22962,18751,4664,2529,129,20,95,1558,239,392,147,691,46,1837,0,0,0,1080,6,2,0,0,225,125,273,238,221,66,128,17,0,1,3,4,10,0,0,0,0,8,0,5691,0,0,0,0,0,303,185,25,161,17,17,40,64,414,187,318,15,10245,198,472,268,139,191,89,44,127,146,83,503,180,971,297,2052,1778,3700,9632,196,452,418,785,4738,263,270,63,99,61,37,5,98,9,30,25,30,50,11961,13645,12140,19500,47683,3,174,62,63,67,25,82,52,11,2,0,1,1,1,0,0,0,424,44,41,58,1049,280,99,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,12,0,0,0,4,5,2,1,0,2,92091,5450907,74107,476663,0,1,0,0,0,0,0,242,632,2408,1167,1006,100215,0,2,1,963,329,89,156,13,7,3,7,29,21,0,0,1245,700,473,411,1301,450,1421,56
"가락",1171,425,622,650,415,1500,1463,391,1220,711,921,86,4,19,34,11,67,70,23,1,2,0,0,0,0,0,1,3,3,2,5,0,13022,7995,15320,0,96956,254453,14087,2367,8903,762,11524,15070,1580,2808,3804,6676,4050,1458,93511,548,17024,13163,8763,7239,2156,925,209,18,24,1786,154,313,89,223,29,587,0,1,0,933,2,2,1,0,324,152,228,253,210,82,106,13,0,2,3,3,15,1,0,0,3,0,0,10589,2,0,0,0,1,199,183,81,360,8,41,42,100,399,162,190,8,11273,205,672,288,251,210,58,87,146,142,83,584,151,934,336,1174,673,1784,2783,102,255,650,383,2357,333,207,70,99,27,67,1,144,6,77,109,12,35,15474,6591,4744,9469,25613,0,90,7,50,72,43,50,36,6,3,0,0,0,0,0,0,0,266,45,64,35,1301,571,46,3,3,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,7,0,0,0,1,1,0,0,0,0,15187,2579988,392494,469,0,0,0,0,0,0,3,152,342,1392,907,556,91592,0,1,0,1049,231,55,249,56,5,7,0,22,12,0,0,542,543,334,258,611,219,906,34
"동대구",26900,6776,2125,5968,4148,8495,7746,2805,7707,3559,20461,3290,1565,2886,4123,3250,35454,125371,124231,204293,870439,334914,0,719947,409901,100265,493108,18164,21308,41220,105597,18349,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,0,1,10428,89,10,14,1,1471,809,1047,916,452,271,476,103,1,1,0,0,0,0,0,0,1,0,301098,24,25733,66744,62765,26556,377535,3119,2907,305,2962,500,109,44,268,293,12,14,45,3,0,1,0,0,5694,525,702,741,1341,653,5490,1942,323,548,0,2,0,1,0,0,0,1,2,1341,1278,399,16325,7713,3150,796,6043,1187,3424,5066,6041,10533,5,0,0,0,0,1,3210,463,1862,2623,1579,3715,2441,682,515,395,435,672,643,233,68,301,5682,385,1710,1047,11299,2979,1199,3950,2503,154666,14586,94079,16578,26219,43850,16691,3593,19686,4647,585,263,3973,1006,3127,212223,2834,2479,2335,1223,1073,239,32,52,104,0,2,2,0,1112,76187,89914,54651,68556,13028,20443,1401,5607,9859,4733,2085,4,0,33426,19821,0,0,25,1480,2,50,18,16,124,100,2,0,0,591,4449,72,8,5,47370,1863
"수성",65490,14626,10766,15597,9000,20909,20336,8052,13381,10061,31969,5482,2137,4964,5705,2294,22082,57669,77199,69511,186972,176351,0,51429,33192,7559,36015,4379,16921,5765,77668,20997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32053,122,11,11,0,3107,2155,3308,3613,1291,662,1158,162,0,0,0,0,0,0,0,0,0,2,24722,9,48190,20902,13351,4948,56567,2887,1523,160,1441,184,40,19,90,82,4,4,16,1,0,0,0,0,16885,1524,3204,3146,3109,1324,11710,4302,264,753,0,0,0,0,0,0,0,0,1,4710,4037,1456,14091,4965,6760,1413,16023,2418,8081,6808,5302,6670,1,0,0,0,0,0,6706,1789,5298,7169,5253,9366,5628,1459,1089,699,746,1052,1147,423,179,607,11654,2011,4392,2085,32059,9458,2232,6495,4749,51815,5688,45317,7241,13758,26516,12646,2921,18625,4545,1391,406,7660,1425,5221,303252,4844,3110,3976,1581,2035,370,49,46,127,0,3,0,0,191969,238,173987,107389,131911,26157,30402,2006,7624,14604,6822,2923,2,0,45505,28249,0,0,4,3635,5,86,30,21,220,114,3,0,0,614,6044,29,6,1,111066,3344
"청도",9457,2112,1554,2252,1299,3019,2936,1162,1932,1452,4616,791,308,716,823,331,3189,8328,11148,10038,27002,25468,0,7430,4853,1250,6665,1762,7912,2119,36351,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,17,1,1,0,448,311,477,521,186,95,167,23,0,0,0,0,0,0,0,0,0,0,7834,1,6959,3018,1928,714,8169,417,220,23,208,26,5,2,12,11,0,0,2,0,0,0,0,0,2438,220,462,454,449,191,1691,621,38,108,0,0,0,0,0,0,0,0,0,680,583,210,2035,717,976,204,2314,349,1167,983,765,963,0,0,0,0,0,0,968,258,765,1035,758,1352,812,210,157,101,107,151,165,61,25,87,1683,290,634,301,4629,1365,322,937,685,7482,821,6544,1045,1986,3829,1826,421,2689,656,200,58,1106,205,754,143544,699,449,574,228,293,53,7,6,18,0,0,0,0,27723,166990,31,79518,93480,20721,19325,289,1101,2109,985,422,0,0,21519,13371,0,0,0,525,0,12,4,3,31,16,0,0,0,88,872,4,0,0,16039,482
